Date_Time,T1,T2,T3,T5,T6,T7,T8
4/28/2023 12:00,0.1499,-0.312301931,-0.051001568,0.108685448,-0.019543306,-0.090996415,-0.002165559
4/28/2023 12:15,0.1503,-0.312364726,-0.050678245,0.108590142,-0.019670081,-0.090620073,-0.002160128
4/28/2023 12:30,0.1506,-0.312456367,-0.050386352,0.108465295,-0.019808354,-0.090297636,-0.002156411
4/28/2023 12:45,0.1509,-0.312573625,-0.050145436,0.108306442,-0.019960803,-0.090034018,-0.002154892
4/28/2023 13:00,0.1511,-0.312724047,-0.049945674,0.108108769,-0.020128002,-0.089830048,-0.002155867
4/28/2023 13:15,0.1512,-0.31290253,-0.049787228,0.107871719,-0.020294322,-0.089690115,-0.002159314
4/28/2023 13:30,0.1513,-0.313111076,-0.049679155,0.107598296,-0.02047939,-0.089589362,-0.002165511
4/28/2023 13:45,0.1514,-0.313339107,-0.049616372,0.107297173,-0.020681581,-0.089505164,-0.002174196
4/28/2023 14:00,0.1515,-0.313579648,-0.049600116,0.106978086,-0.020899048,-0.089408343,-0.002185103
4/28/2023 14:15,0.1517,-0.313828039,-0.049620189,0.106648423,-0.021145472,-0.089286076,-0.002198133
4/28/2023 14:30,0.152,-0.314076473,-0.049674305,0.106313336,-0.021401557,-0.089121304,-0.002212569
4/28/2023 14:45,0.1524,-0.314323624,-0.049756202,0.105975642,-0.021666618,-0.088916929,-0.002228442
4/28/2023 15:00,0.1529,-0.314567369,-0.04985923,0.105642854,-0.021930592,-0.088663061,-0.00224541
4/28/2023 15:15,0.1536,-0.314799543,-0.049971514,0.105322908,-0.022202823,-0.08834093,-0.002263763
4/28/2023 15:30,0.1544,-0.315015031,-0.050095205,0.10502029,-0.022486375,-0.087932709,-0.002282688
4/28/2023 15:45,0.1554,-0.315210234,-0.050212156,0.104734194,-0.022764389,-0.087448846,-0.002301773
4/28/2023 16:00,0.1566,-0.315381945,-0.050316201,0.10447502,-0.023046623,-0.086900047,-0.002320593
4/28/2023 16:15,0.1579,-0.31552189,-0.050409286,0.104239118,-0.023325627,-0.086252919,-0.002338698
4/28/2023 16:30,0.1594,-0.315629136,-0.05046749,0.104040862,-0.023599899,-0.085499987,-0.002355765
4/28/2023 16:45,0.1611,-0.315708988,-0.050501033,0.103881399,-0.023863267,-0.084675899,-0.002372043
4/28/2023 17:00,0.163,-0.315754889,-0.050495873,0.103762843,-0.024116397,-0.083762807,-0.002386556
4/28/2023 17:15,0.165,-0.315760579,-0.050443157,0.10368697,-0.024357041,-0.082786893,-0.002399055
4/28/2023 17:30,0.1672,-0.315729976,-0.050343089,0.103641616,-0.024584319,-0.081737097,-0.00240986
4/28/2023 17:45,0.1695,-0.315654573,-0.050205179,0.103641333,-0.024797953,-0.080601438,-0.002418021
4/28/2023 18:00,0.1719,-0.315550496,-0.050011881,0.10367244,-0.024991979,-0.079371597,-0.002423314
4/28/2023 18:15,0.1744,-0.315403438,-0.04976002,0.103746195,-0.025169219,-0.078160595,-0.002426379
4/28/2023 18:30,0.177,-0.315221993,-0.049452587,0.103863129,-0.025312281,-0.0769128,-0.00242734
4/28/2023 18:45,0.1797,-0.315015823,-0.049099865,0.104019558,-0.025434589,-0.075649672,-0.002426043
4/28/2023 19:00,0.1824,-0.314768157,-0.048673573,0.104198934,-0.02553617,-0.074249173,-0.002420466
4/28/2023 19:15,0.1852,-0.314491019,-0.048207541,0.104398825,-0.025617136,-0.072784082,-0.002412689
4/28/2023 19:30,0.1879,-0.314176952,-0.047701956,0.104616255,-0.025678684,-0.071322074,-0.002402799
4/28/2023 19:45,0.1907,-0.313846712,-0.047123882,0.104877264,-0.025708771,-0.069894916,-0.002389629
4/28/2023 20:00,0.1934,-0.313494261,-0.046512037,0.105134622,-0.025719351,-0.06848775,-0.002374566
4/28/2023 20:15,0.1961,-0.313120866,-0.045854069,0.105412949,-0.025711246,-0.067099574,-0.002357791
4/28/2023 20:30,0.1988,-0.312742196,-0.04517058,0.105693928,-0.025656992,-0.065775409,-0.002337769
4/28/2023 20:45,0.2014,-0.312351054,-0.04446571,0.105973662,-0.025584039,-0.064513317,-0.002314604
4/28/2023 21:00,0.2039,-0.311959299,-0.043728148,0.106262417,-0.025493886,-0.063310371,-0.002290186
