Probe,Avg HF
T1,-2.9683311946373e-06
T2,-3.7787547681749262e-06
T3,-3.4675815178357672e-06
T5,1.0286098475780066e-06
T6,-6.713328225999521e-07
T7,-1.4328419439789321e-06
T8,-6.071774926183065e-07
