Date,T1,T2,T3,T5,T6,T7,T8
6/16/2023 0:00,-3.04E-06,-3.56E-06,-2.72E-06,5.07E-07,-1.00E-06,-9.70E-07,-9.72E-07
6/16/2023 0:15,-3.05E-06,-3.56E-06,-2.72E-06,5.05E-07,-1.00E-06,-9.68E-07,-9.74E-07
6/16/2023 0:30,-3.06E-06,-3.57E-06,-2.72E-06,5.02E-07,-1.00E-06,-9.65E-07,-9.77E-07
6/16/2023 0:45,-3.06E-06,-3.57E-06,-2.73E-06,5.00E-07,-1.00E-06,-9.62E-07,-9.80E-07
6/16/2023 1:00,-3.07E-06,-3.58E-06,-2.73E-06,4.97E-07,-1.00E-06,-9.59E-07,-9.83E-07
6/16/2023 1:15,-3.08E-06,-3.58E-06,-2.73E-06,4.95E-07,-1.00E-06,-9.56E-07,-9.86E-07
6/16/2023 1:30,-3.08E-06,-3.59E-06,-2.74E-06,4.92E-07,-1.00E-06,-9.52E-07,-9.90E-07
6/16/2023 1:45,-3.09E-06,-3.59E-06,-2.74E-06,4.89E-07,-1.00E-06,-9.48E-07,-9.93E-07
6/16/2023 2:00,-3.10E-06,-3.59E-06,-2.75E-06,4.87E-07,-1.01E-06,-9.44E-07,-9.96E-07
6/16/2023 2:15,-3.10E-06,-3.60E-06,-2.75E-06,4.84E-07,-1.01E-06,-9.39E-07,-1.00E-06
6/16/2023 2:30,-3.11E-06,-3.60E-06,-2.75E-06,4.82E-07,-1.01E-06,-9.33E-07,-1.00E-06
6/16/2023 2:45,-3.11E-06,-3.61E-06,-2.76E-06,4.79E-07,-1.01E-06,-9.27E-07,-1.01E-06
6/16/2023 3:00,-3.11E-06,-3.61E-06,-2.76E-06,4.77E-07,-1.01E-06,-9.20E-07,-1.01E-06
6/16/2023 3:15,-3.11E-06,-3.61E-06,-2.77E-06,4.75E-07,-1.01E-06,-9.13E-07,-1.01E-06
6/16/2023 3:30,-3.12E-06,-3.62E-06,-2.77E-06,4.73E-07,-1.01E-06,-9.05E-07,-1.02E-06
6/16/2023 3:45,-3.12E-06,-3.62E-06,-2.77E-06,4.71E-07,-1.02E-06,-8.96E-07,-1.02E-06
6/16/2023 4:00,-3.12E-06,-3.62E-06,-2.78E-06,4.70E-07,-1.02E-06,-8.86E-07,-1.02E-06
6/16/2023 4:15,-3.11E-06,-3.63E-06,-2.78E-06,4.69E-07,-1.02E-06,-8.76E-07,-1.03E-06
6/16/2023 4:30,-3.11E-06,-3.63E-06,-2.79E-06,4.68E-07,-1.02E-06,-8.65E-07,-1.03E-06
6/16/2023 4:45,-3.11E-06,-3.63E-06,-2.79E-06,4.67E-07,-1.02E-06,-8.53E-07,-1.04E-06
6/16/2023 5:00,-3.10E-06,-3.63E-06,-2.79E-06,4.67E-07,-1.02E-06,-8.40E-07,-1.04E-06
6/16/2023 5:15,-3.10E-06,-3.63E-06,-2.80E-06,4.67E-07,-1.03E-06,-8.27E-07,-1.04E-06
6/16/2023 5:30,-3.09E-06,-3.63E-06,-2.80E-06,4.68E-07,-1.03E-06,-8.13E-07,-1.04E-06
6/16/2023 5:45,-3.08E-06,-3.63E-06,-2.80E-06,4.68E-07,-1.03E-06,-7.99E-07,-1.05E-06
6/16/2023 6:00,-3.08E-06,-3.63E-06,-2.80E-06,4.70E-07,-1.03E-06,-7.84E-07,-1.05E-06
6/16/2023 6:15,-3.07E-06,-3.63E-06,-2.81E-06,4.71E-07,-1.03E-06,-7.68E-07,-1.05E-06
6/16/2023 6:30,-3.06E-06,-3.63E-06,-2.81E-06,4.73E-07,-1.03E-06,-7.52E-07,-1.05E-06
6/16/2023 6:45,-3.05E-06,-3.63E-06,-2.81E-06,4.75E-07,-1.04E-06,-7.36E-07,-1.05E-06
6/16/2023 7:00,-3.03E-06,-3.63E-06,-2.81E-06,4.78E-07,-1.04E-06,-7.19E-07,-1.06E-06
6/16/2023 7:15,-3.02E-06,-3.63E-06,-2.81E-06,4.81E-07,-1.04E-06,-7.02E-07,-1.06E-06
6/16/2023 7:30,-3.01E-06,-3.63E-06,-2.81E-06,4.84E-07,-1.04E-06,-6.84E-07,-1.06E-06
6/16/2023 7:45,-3.00E-06,-3.63E-06,-2.81E-06,4.88E-07,-1.04E-06,-6.67E-07,-1.06E-06
6/16/2023 8:00,-2.98E-06,-3.62E-06,-2.81E-06,4.91E-07,-1.04E-06,-6.49E-07,-1.06E-06
6/16/2023 8:15,-2.97E-06,-3.62E-06,-2.80E-06,4.95E-07,-1.04E-06,-6.31E-07,-1.06E-06
6/16/2023 8:30,-2.96E-06,-3.62E-06,-2.80E-06,5.00E-07,-1.04E-06,-6.13E-07,-1.06E-06
6/16/2023 8:45,-2.94E-06,-3.62E-06,-2.80E-06,5.04E-07,-1.04E-06,-5.96E-07,-1.06E-06
6/16/2023 9:00,-2.93E-06,-3.61E-06,-2.79E-06,5.08E-07,-1.04E-06,-5.79E-07,-1.05E-06
6/16/2023 9:15,-2.92E-06,-3.61E-06,-2.79E-06,5.13E-07,-1.03E-06,-5.63E-07,-1.05E-06
6/16/2023 9:30,-2.91E-06,-3.61E-06,-2.79E-06,5.17E-07,-1.03E-06,-5.47E-07,-1.05E-06
6/16/2023 9:45,-2.90E-06,-3.60E-06,-2.78E-06,5.21E-07,-1.03E-06,-5.33E-07,-1.05E-06
6/16/2023 10:00,-2.89E-06,-3.60E-06,-2.77E-06,5.25E-07,-1.03E-06,-5.19E-07,-1.05E-06
6/16/2023 10:15,-2.89E-06,-3.60E-06,-2.77E-06,5.29E-07,-1.02E-06,-5.06E-07,-1.04E-06
6/16/2023 10:30,-2.88E-06,-3.60E-06,-2.76E-06,5.32E-07,-1.02E-06,-4.95E-07,-1.04E-06
6/16/2023 10:45,-2.88E-06,-3.60E-06,-2.76E-06,5.35E-07,-1.02E-06,-4.85E-07,-1.04E-06
6/16/2023 11:00,-2.88E-06,-3.59E-06,-2.75E-06,5.37E-07,-1.01E-06,-4.77E-07,-1.03E-06
6/16/2023 11:15,-2.88E-06,-3.59E-06,-2.75E-06,5.39E-07,-1.01E-06,-4.70E-07,-1.03E-06
6/16/2023 11:30,-2.89E-06,-3.59E-06,-2.74E-06,5.40E-07,-1.00E-06,-4.64E-07,-1.03E-06
6/16/2023 11:45,-2.90E-06,-3.60E-06,-2.73E-06,5.41E-07,-9.98E-07,-4.61E-07,-1.02E-06
6/16/2023 12:00,-2.91E-06,-3.60E-06,-2.73E-06,5.40E-07,-9.93E-07,-4.58E-07,-1.02E-06
6/16/2023 12:15,-2.92E-06,-3.60E-06,-2.72E-06,5.40E-07,-9.88E-07,-4.57E-07,-1.02E-06
6/16/2023 12:30,-2.94E-06,-3.60E-06,-2.72E-06,5.38E-07,-9.83E-07,-4.57E-07,-1.02E-06
6/16/2023 12:45,-2.96E-06,-3.61E-06,-2.72E-06,5.36E-07,-9.78E-07,-4.58E-07,-1.02E-06
6/16/2023 13:00,-2.98E-06,-3.61E-06,-2.71E-06,5.33E-07,-9.73E-07,-4.60E-07,-1.01E-06
6/16/2023 13:15,-3.00E-06,-3.62E-06,-2.71E-06,5.30E-07,-9.69E-07,-4.63E-07,-1.01E-06
6/16/2023 13:30,-3.02E-06,-3.62E-06,-2.71E-06,5.26E-07,-9.64E-07,-4.66E-07,-1.01E-06
6/16/2023 13:45,-3.05E-06,-3.63E-06,-2.71E-06,5.22E-07,-9.60E-07,-4.69E-07,-1.01E-06
6/16/2023 14:00,-3.07E-06,-3.63E-06,-2.71E-06,5.17E-07,-9.56E-07,-4.72E-07,-1.01E-06
6/16/2023 14:15,-3.10E-06,-3.64E-06,-2.72E-06,5.12E-07,-9.53E-07,-4.75E-07,-1.01E-06
6/16/2023 14:30,-3.12E-06,-3.65E-06,-2.72E-06,5.07E-07,-9.50E-07,-4.77E-07,-1.01E-06
6/16/2023 14:45,-3.15E-06,-3.65E-06,-2.72E-06,5.01E-07,-9.48E-07,-4.79E-07,-1.02E-06
6/16/2023 15:00,-3.17E-06,-3.66E-06,-2.73E-06,4.95E-07,-9.46E-07,-4.79E-07,-1.02E-06
6/16/2023 15:15,-3.19E-06,-3.67E-06,-2.73E-06,4.90E-07,-9.45E-07,-4.79E-07,-1.02E-06
6/16/2023 15:30,-3.21E-06,-3.68E-06,-2.74E-06,4.84E-07,-9.44E-07,-4.77E-07,-1.02E-06
6/16/2023 15:45,-3.23E-06,-3.68E-06,-2.75E-06,4.79E-07,-9.44E-07,-4.73E-07,-1.03E-06
6/16/2023 16:00,-3.24E-06,-3.69E-06,-2.76E-06,4.73E-07,-9.44E-07,-4.66E-07,-1.03E-06
6/16/2023 16:15,-3.26E-06,-3.70E-06,-2.77E-06,4.68E-07,-9.45E-07,-4.58E-07,-1.04E-06
6/16/2023 16:30,-3.26E-06,-3.70E-06,-2.78E-06,4.64E-07,-9.47E-07,-4.48E-07,-1.04E-06
6/16/2023 16:45,-3.27E-06,-3.71E-06,-2.78E-06,4.60E-07,-9.49E-07,-4.37E-07,-1.04E-06
6/16/2023 17:00,-3.27E-06,-3.72E-06,-2.79E-06,4.56E-07,-9.51E-07,-4.23E-07,-1.05E-06
6/16/2023 17:15,-3.27E-06,-3.72E-06,-2.80E-06,4.53E-07,-9.54E-07,-4.08E-07,-1.05E-06
6/16/2023 17:30,-3.27E-06,-3.72E-06,-2.82E-06,4.51E-07,-9.58E-07,-3.92E-07,-1.06E-06
6/16/2023 17:45,-3.26E-06,-3.73E-06,-2.82E-06,4.49E-07,-9.61E-07,-3.74E-07,-1.06E-06
6/16/2023 18:00,-3.26E-06,-3.73E-06,-2.83E-06,4.47E-07,-9.65E-07,-3.56E-07,-1.07E-06
6/16/2023 18:15,-3.25E-06,-3.73E-06,-2.84E-06,4.47E-07,-9.70E-07,-3.36E-07,-1.07E-06
6/16/2023 18:30,-3.23E-06,-3.73E-06,-2.85E-06,4.46E-07,-9.74E-07,-3.16E-07,-1.08E-06
6/16/2023 18:45,-3.22E-06,-3.74E-06,-2.86E-06,4.47E-07,-9.78E-07,-2.95E-07,-1.08E-06
6/16/2023 19:00,-3.20E-06,-3.74E-06,-2.87E-06,4.48E-07,-9.83E-07,-2.74E-07,-1.08E-06
6/16/2023 19:15,-3.18E-06,-3.74E-06,-2.88E-06,4.49E-07,-9.88E-07,-2.53E-07,-1.09E-06
6/16/2023 19:30,-3.17E-06,-3.74E-06,-2.88E-06,4.51E-07,-9.92E-07,-2.32E-07,-1.09E-06
6/16/2023 19:45,-3.15E-06,-3.73E-06,-2.89E-06,4.54E-07,-9.96E-07,-2.10E-07,-1.09E-06
6/16/2023 20:00,-3.13E-06,-3.73E-06,-2.89E-06,4.57E-07,-1.00E-06,-1.89E-07,-1.10E-06
6/16/2023 20:15,-3.11E-06,-3.73E-06,-2.89E-06,4.60E-07,-1.00E-06,-1.69E-07,-1.10E-06
6/16/2023 20:30,-3.09E-06,-3.73E-06,-2.90E-06,4.64E-07,-1.01E-06,-1.49E-07,-1.10E-06
6/16/2023 20:45,-3.07E-06,-3.72E-06,-2.90E-06,4.68E-07,-1.01E-06,-1.29E-07,-1.10E-06
6/16/2023 21:00,-3.05E-06,-3.72E-06,-2.90E-06,4.72E-07,-1.01E-06,-1.10E-07,-1.10E-06
6/16/2023 21:15,-3.03E-06,-3.72E-06,-2.90E-06,4.77E-07,-1.02E-06,-9.14E-08,-1.10E-06
6/16/2023 21:30,-3.02E-06,-3.71E-06,-2.90E-06,4.82E-07,-1.02E-06,-7.36E-08,-1.10E-06
6/16/2023 21:45,-3.00E-06,-3.71E-06,-2.90E-06,4.87E-07,-1.02E-06,-5.65E-08,-1.10E-06
6/16/2023 22:00,-2.98E-06,-3.70E-06,-2.90E-06,4.92E-07,-1.02E-06,-4.01E-08,-1.10E-06
6/16/2023 22:15,-2.97E-06,-3.70E-06,-2.89E-06,4.97E-07,-1.02E-06,-2.44E-08,-1.10E-06
6/16/2023 22:30,-2.95E-06,-3.69E-06,-2.89E-06,5.02E-07,-1.02E-06,-9.50E-09,-1.10E-06
6/16/2023 22:45,-2.94E-06,-3.69E-06,-2.89E-06,5.07E-07,-1.03E-06,4.70E-09,-1.10E-06
6/16/2023 23:00,-2.93E-06,-3.68E-06,-2.88E-06,5.13E-07,-1.02E-06,1.82E-08,-1.09E-06
6/16/2023 23:15,-2.91E-06,-3.68E-06,-2.88E-06,5.18E-07,-1.02E-06,3.10E-08,-1.09E-06
6/16/2023 23:30,-2.90E-06,-3.68E-06,-2.87E-06,5.23E-07,-1.02E-06,4.32E-08,-1.09E-06
6/16/2023 23:45,-2.90E-06,-3.67E-06,-2.87E-06,5.27E-07,-1.02E-06,5.47E-08,-1.08E-06
6/17/2023 0:00,-2.89E-06,-3.67E-06,-2.86E-06,5.32E-07,-1.02E-06,6.55E-08,-1.08E-06
6/17/2023 0:15,-2.88E-06,-3.66E-06,-2.85E-06,5.37E-07,-1.02E-06,7.59E-08,-1.08E-06
6/17/2023 0:30,-2.87E-06,-3.66E-06,-2.85E-06,5.41E-07,-1.01E-06,8.59E-08,-1.07E-06
6/17/2023 0:45,-2.87E-06,-3.66E-06,-2.84E-06,5.45E-07,-1.01E-06,9.54E-08,-1.07E-06
6/17/2023 1:00,-2.87E-06,-3.65E-06,-2.83E-06,5.49E-07,-1.01E-06,1.05E-07,-1.07E-06
6/17/2023 1:15,-2.86E-06,-3.65E-06,-2.83E-06,5.52E-07,-1.00E-06,1.14E-07,-1.06E-06
6/17/2023 1:30,-2.86E-06,-3.65E-06,-2.82E-06,5.56E-07,-9.99E-07,1.22E-07,-1.06E-06
6/17/2023 1:45,-2.86E-06,-3.64E-06,-2.81E-06,5.59E-07,-9.94E-07,1.31E-07,-1.05E-06
6/17/2023 2:00,-2.86E-06,-3.64E-06,-2.81E-06,5.62E-07,-9.90E-07,1.39E-07,-1.05E-06
6/17/2023 2:15,-2.85E-06,-3.64E-06,-2.80E-06,5.65E-07,-9.85E-07,1.48E-07,-1.04E-06
6/17/2023 2:30,-2.85E-06,-3.64E-06,-2.80E-06,5.67E-07,-9.80E-07,1.56E-07,-1.04E-06
6/17/2023 2:45,-2.85E-06,-3.64E-06,-2.79E-06,5.70E-07,-9.75E-07,1.64E-07,-1.03E-06
6/17/2023 3:00,-2.85E-06,-3.64E-06,-2.78E-06,5.72E-07,-9.70E-07,1.73E-07,-1.03E-06
6/17/2023 3:15,-2.85E-06,-3.63E-06,-2.78E-06,5.74E-07,-9.65E-07,1.82E-07,-1.02E-06
6/17/2023 3:30,-2.85E-06,-3.63E-06,-2.77E-06,5.76E-07,-9.60E-07,1.91E-07,-1.02E-06
6/17/2023 3:45,-2.85E-06,-3.63E-06,-2.77E-06,5.78E-07,-9.55E-07,2.00E-07,-1.02E-06
6/17/2023 4:00,-2.84E-06,-3.63E-06,-2.77E-06,5.80E-07,-9.50E-07,2.10E-07,-1.01E-06
6/17/2023 4:15,-2.84E-06,-3.63E-06,-2.76E-06,5.82E-07,-9.45E-07,2.20E-07,-1.01E-06
6/17/2023 4:30,-2.84E-06,-3.63E-06,-2.76E-06,5.84E-07,-9.40E-07,2.30E-07,-1.00E-06
6/17/2023 4:45,-2.83E-06,-3.63E-06,-2.75E-06,5.86E-07,-9.35E-07,2.41E-07,-9.99E-07
6/17/2023 5:00,-2.83E-06,-3.63E-06,-2.75E-06,5.88E-07,-9.30E-07,2.52E-07,-9.96E-07
6/17/2023 5:15,-2.82E-06,-3.63E-06,-2.75E-06,5.90E-07,-9.26E-07,2.64E-07,-9.92E-07
6/17/2023 5:30,-2.82E-06,-3.62E-06,-2.74E-06,5.92E-07,-9.21E-07,2.76E-07,-9.88E-07
6/17/2023 5:45,-2.81E-06,-3.62E-06,-2.74E-06,5.94E-07,-9.17E-07,2.88E-07,-9.84E-07
6/17/2023 6:00,-2.80E-06,-3.62E-06,-2.74E-06,5.97E-07,-9.13E-07,3.01E-07,-9.81E-07
6/17/2023 6:15,-2.79E-06,-3.62E-06,-2.74E-06,5.99E-07,-9.09E-07,3.14E-07,-9.77E-07
6/17/2023 6:30,-2.78E-06,-3.62E-06,-2.73E-06,6.02E-07,-9.05E-07,3.27E-07,-9.73E-07
6/17/2023 6:45,-2.77E-06,-3.62E-06,-2.73E-06,6.05E-07,-9.01E-07,3.40E-07,-9.70E-07
6/17/2023 7:00,-2.76E-06,-3.61E-06,-2.73E-06,6.08E-07,-8.97E-07,3.54E-07,-9.66E-07
6/17/2023 7:15,-2.75E-06,-3.61E-06,-2.73E-06,6.11E-07,-8.94E-07,3.68E-07,-9.63E-07
6/17/2023 7:30,-2.73E-06,-3.61E-06,-2.73E-06,6.15E-07,-8.90E-07,3.82E-07,-9.59E-07
6/17/2023 7:45,-2.72E-06,-3.61E-06,-2.72E-06,6.19E-07,-8.87E-07,3.95E-07,-9.55E-07
6/17/2023 8:00,-2.70E-06,-3.60E-06,-2.72E-06,6.23E-07,-8.84E-07,4.09E-07,-9.52E-07
6/17/2023 8:15,-2.69E-06,-3.60E-06,-2.72E-06,6.27E-07,-8.81E-07,4.23E-07,-9.48E-07
6/17/2023 8:30,-2.67E-06,-3.60E-06,-2.72E-06,6.31E-07,-8.77E-07,4.36E-07,-9.44E-07
6/17/2023 8:45,-2.66E-06,-3.59E-06,-2.71E-06,6.36E-07,-8.74E-07,4.49E-07,-9.40E-07
6/17/2023 9:00,-2.64E-06,-3.59E-06,-2.71E-06,6.40E-07,-8.71E-07,4.62E-07,-9.36E-07
6/17/2023 9:15,-2.62E-06,-3.58E-06,-2.71E-06,6.45E-07,-8.68E-07,4.74E-07,-9.32E-07
6/17/2023 9:30,-2.61E-06,-3.58E-06,-2.70E-06,6.49E-07,-8.64E-07,4.85E-07,-9.28E-07
6/17/2023 9:45,-2.59E-06,-3.58E-06,-2.70E-06,6.53E-07,-8.61E-07,4.96E-07,-9.23E-07
6/17/2023 10:00,-2.58E-06,-3.57E-06,-2.69E-06,6.58E-07,-8.58E-07,5.06E-07,-9.19E-07
6/17/2023 10:15,-2.56E-06,-3.57E-06,-2.69E-06,6.62E-07,-8.54E-07,5.14E-07,-9.15E-07
6/17/2023 10:30,-2.55E-06,-3.57E-06,-2.69E-06,6.65E-07,-8.51E-07,5.21E-07,-9.10E-07
6/17/2023 10:45,-2.54E-06,-3.56E-06,-2.68E-06,6.69E-07,-8.47E-07,5.27E-07,-9.06E-07
6/17/2023 11:00,-2.53E-06,-3.56E-06,-2.68E-06,6.72E-07,-8.44E-07,5.32E-07,-9.02E-07
6/17/2023 11:15,-2.53E-06,-3.56E-06,-2.67E-06,6.74E-07,-8.40E-07,5.35E-07,-8.97E-07
6/17/2023 11:30,-2.52E-06,-3.56E-06,-2.67E-06,6.76E-07,-8.37E-07,5.36E-07,-8.93E-07
6/17/2023 11:45,-2.52E-06,-3.56E-06,-2.67E-06,6.78E-07,-8.33E-07,5.36E-07,-8.89E-07
6/17/2023 12:00,-2.52E-06,-3.56E-06,-2.66E-06,6.79E-07,-8.30E-07,5.35E-07,-8.86E-07
6/17/2023 12:15,-2.52E-06,-3.56E-06,-2.66E-06,6.80E-07,-8.27E-07,5.33E-07,-8.82E-07
6/17/2023 12:30,-2.53E-06,-3.56E-06,-2.66E-06,6.80E-07,-8.23E-07,5.29E-07,-8.79E-07
6/17/2023 12:45,-2.53E-06,-3.56E-06,-2.65E-06,6.80E-07,-8.20E-07,5.24E-07,-8.76E-07
6/17/2023 13:00,-2.54E-06,-3.56E-06,-2.65E-06,6.79E-07,-8.17E-07,5.19E-07,-8.74E-07
6/17/2023 13:15,-2.55E-06,-3.56E-06,-2.65E-06,6.78E-07,-8.15E-07,5.13E-07,-8.72E-07
6/17/2023 13:30,-2.56E-06,-3.56E-06,-2.65E-06,6.76E-07,-8.12E-07,5.07E-07,-8.70E-07
6/17/2023 13:45,-2.57E-06,-3.57E-06,-2.65E-06,6.74E-07,-8.10E-07,5.01E-07,-8.69E-07
6/17/2023 14:00,-2.58E-06,-3.57E-06,-2.65E-06,6.72E-07,-8.09E-07,4.95E-07,-8.68E-07
6/17/2023 14:15,-2.59E-06,-3.57E-06,-2.65E-06,6.69E-07,-8.07E-07,4.90E-07,-8.68E-07
6/17/2023 14:30,-2.60E-06,-3.58E-06,-2.66E-06,6.67E-07,-8.07E-07,4.85E-07,-8.67E-07
6/17/2023 14:45,-2.62E-06,-3.58E-06,-2.66E-06,6.64E-07,-8.06E-07,4.81E-07,-8.68E-07
6/17/2023 15:00,-2.62E-06,-3.58E-06,-2.66E-06,6.61E-07,-8.06E-07,4.78E-07,-8.68E-07
6/17/2023 15:15,-2.63E-06,-3.59E-06,-2.67E-06,6.59E-07,-8.06E-07,4.76E-07,-8.69E-07
6/17/2023 15:30,-2.64E-06,-3.59E-06,-2.67E-06,6.57E-07,-8.07E-07,4.75E-07,-8.70E-07
6/17/2023 15:45,-2.64E-06,,-2.68E-06,6.55E-07,-8.08E-07,4.76E-07,-8.71E-07
6/17/2023 16:00,-2.64E-06,,-2.68E-06,6.53E-07,-8.10E-07,4.78E-07,-8.72E-07
6/17/2023 16:15,-2.64E-06,,-2.69E-06,6.52E-07,-8.12E-07,4.82E-07,-8.74E-07
6/17/2023 16:30,-2.63E-06,,-2.69E-06,6.51E-07,-8.14E-07,4.87E-07,-8.75E-07
6/17/2023 16:45,-2.63E-06,,-2.70E-06,6.51E-07,-8.17E-07,4.93E-07,-8.77E-07
6/17/2023 17:00,-2.62E-06,,-2.70E-06,6.51E-07,-8.19E-07,5.01E-07,-8.78E-07
6/17/2023 17:15,-2.60E-06,,-2.71E-06,6.51E-07,,5.10E-07,-8.79E-07
6/17/2023 17:30,-2.59E-06,,-2.71E-06,6.53E-07,,5.20E-07,-8.80E-07
6/17/2023 17:45,-2.57E-06,,-2.72E-06,6.54E-07,,5.31E-07,-8.81E-07
6/17/2023 18:00,-2.55E-06,,-2.72E-06,6.57E-07,,5.43E-07,
6/17/2023 18:15,-2.53E-06,,-2.73E-06,6.60E-07,,5.55E-07,
6/17/2023 18:30,-2.51E-06,,-2.73E-06,6.63E-07,,5.67E-07,
6/17/2023 18:45,-2.49E-06,,-2.73E-06,6.67E-07,,5.79E-07,
6/17/2023 19:00,-2.46E-06,,-2.73E-06,6.71E-07,,5.90E-07,
6/17/2023 19:15,-2.44E-06,,-2.73E-06,6.76E-07,,6.02E-07,
6/17/2023 19:30,-2.42E-06,,-2.73E-06,6.81E-07,,6.13E-07,
6/17/2023 19:45,-2.39E-06,,-2.73E-06,6.86E-07,,6.23E-07,
6/17/2023 20:00,-2.37E-06,,-2.73E-06,6.92E-07,,6.33E-07,
6/17/2023 20:15,-2.35E-06,,-2.73E-06,6.97E-07,,6.41E-07,
6/17/2023 20:30,-2.32E-06,,-2.73E-06,7.03E-07,,6.49E-07,
6/17/2023 20:45,-2.30E-06,,-2.72E-06,7.09E-07,,6.56E-07,
6/17/2023 21:00,-2.28E-06,,-2.72E-06,7.15E-07,,6.62E-07,
6/17/2023 21:15,-2.27E-06,,-2.71E-06,7.22E-07,,6.67E-07,
6/17/2023 21:30,-2.25E-06,,-2.71E-06,7.28E-07,,6.70E-07,
6/17/2023 21:45,-2.24E-06,,-2.70E-06,7.34E-07,,6.73E-07,
6/17/2023 22:00,-2.22E-06,,-2.70E-06,7.40E-07,,6.74E-07,
6/17/2023 22:15,-2.21E-06,,-2.69E-06,7.45E-07,,6.75E-07,
6/17/2023 22:30,-2.20E-06,,-2.68E-06,7.51E-07,,6.74E-07,
6/17/2023 22:45,-2.20E-06,,-2.68E-06,7.56E-07,,6.72E-07,
6/17/2023 23:00,-2.19E-06,,-2.67E-06,7.61E-07,,6.70E-07,
6/17/2023 23:15,-2.19E-06,,-2.66E-06,7.65E-07,,6.66E-07,
6/17/2023 23:30,-2.18E-06,,-2.65E-06,7.69E-07,,6.62E-07,
6/17/2023 23:45,-2.18E-06,,-2.65E-06,7.73E-07,,6.56E-07,
6/18/2023 0:00,-2.18E-06,,-2.64E-06,7.76E-07,,6.50E-07,
6/18/2023 0:15,-2.19E-06,,-2.63E-06,7.79E-07,,6.44E-07,
6/18/2023 0:30,-2.19E-06,,-2.63E-06,7.82E-07,,6.36E-07,
6/18/2023 0:45,-2.20E-06,,-2.62E-06,7.84E-07,,6.28E-07,
6/18/2023 1:00,-2.20E-06,,-2.62E-06,7.85E-07,,6.20E-07,
6/18/2023 1:15,-2.21E-06,,-2.61E-06,7.87E-07,,6.12E-07,
6/18/2023 1:30,-2.22E-06,,-2.61E-06,7.88E-07,,6.03E-07,
6/18/2023 1:45,-2.23E-06,,-2.61E-06,7.88E-07,,5.93E-07,
6/18/2023 2:00,-2.24E-06,,-2.60E-06,7.88E-07,,5.84E-07,
6/18/2023 2:15,-2.25E-06,,-2.60E-06,7.88E-07,,5.75E-07,
6/18/2023 2:30,-2.26E-06,,-2.60E-06,7.88E-07,,5.65E-07,
6/18/2023 2:45,-2.27E-06,,-2.60E-06,7.87E-07,,5.56E-07,
6/18/2023 3:00,-2.28E-06,,-2.60E-06,7.86E-07,,5.47E-07,
6/18/2023 3:15,-2.30E-06,,-2.60E-06,7.85E-07,,5.38E-07,
6/18/2023 3:30,-2.31E-06,,-2.60E-06,7.83E-07,,5.29E-07,
6/18/2023 3:45,-2.32E-06,,-2.60E-06,7.82E-07,,5.20E-07,
6/18/2023 4:00,-2.33E-06,,-2.61E-06,7.80E-07,,5.12E-07,
6/18/2023 4:15,-2.34E-06,,-2.61E-06,7.78E-07,,5.04E-07,
6/18/2023 4:30,-2.35E-06,,-2.61E-06,7.76E-07,,4.96E-07,
6/18/2023 4:45,-2.36E-06,,-2.62E-06,7.74E-07,,4.89E-07,
6/18/2023 5:00,-2.37E-06,,-2.62E-06,7.72E-07,,4.82E-07,
6/18/2023 5:15,-2.38E-06,,-2.63E-06,7.70E-07,,4.76E-07,
6/18/2023 5:30,-2.39E-06,,-2.63E-06,7.68E-07,,4.70E-07,
6/18/2023 5:45,-2.39E-06,,-2.64E-06,7.66E-07,,4.65E-07,
6/18/2023 6:00,-2.40E-06,,-2.64E-06,7.64E-07,,4.59E-07,
6/18/2023 6:15,-2.40E-06,,-2.65E-06,7.62E-07,,4.55E-07,
6/18/2023 6:30,-2.41E-06,,-2.66E-06,7.60E-07,,4.50E-07,
6/18/2023 6:45,-2.41E-06,,-2.66E-06,7.59E-07,,4.46E-07,
6/18/2023 7:00,-2.41E-06,,-2.67E-06,7.58E-07,,4.42E-07,
6/18/2023 7:15,-2.42E-06,,-2.68E-06,7.57E-07,,4.38E-07,
6/18/2023 7:30,-2.42E-06,,-2.68E-06,7.56E-07,,4.35E-07,
6/18/2023 7:45,-2.42E-06,,-2.69E-06,7.55E-07,,4.32E-07,
6/18/2023 8:00,-2.42E-06,,-2.70E-06,7.55E-07,,4.29E-07,
6/18/2023 8:15,-2.41E-06,,-2.70E-06,7.55E-07,,4.26E-07,
6/18/2023 8:30,-2.41E-06,,-2.71E-06,7.54E-07,,4.22E-07,
6/18/2023 8:45,-2.41E-06,,-2.71E-06,7.54E-07,,4.19E-07,
6/18/2023 9:00,-2.41E-06,,-2.72E-06,7.55E-07,,4.15E-07,
6/18/2023 9:15,-2.41E-06,,-2.72E-06,7.55E-07,,4.11E-07,
6/18/2023 9:30,-2.41E-06,,-2.73E-06,7.55E-07,,4.06E-07,
6/18/2023 9:45,-2.40E-06,,-2.73E-06,7.55E-07,,4.01E-07,
6/18/2023 10:00,-2.40E-06,,-2.74E-06,7.56E-07,,3.95E-07,
6/18/2023 10:15,-2.40E-06,,-2.74E-06,7.56E-07,,3.88E-07,
6/18/2023 10:30,-2.41E-06,,-2.75E-06,7.56E-07,,3.80E-07,
6/18/2023 10:45,-2.41E-06,,-2.75E-06,7.56E-07,,3.72E-07,
6/18/2023 11:00,-2.41E-06,,-2.75E-06,7.55E-07,,3.62E-07,
