Probe,Avg HF
T1,-2.752877189574227e-06
T2,-3.7261916788084837e-06
T3,-3.5245284118504127e-06
T5,1.144335599805731e-06
T6,-5.910700339970861e-07
T7,-1.3957307107009876e-06
T8,-5.867966456208516e-07
