size,time
2.0,0.0
20.0,0.0
45.0,0.0
63.0,0.0
100.0,0.0
200.0,0.0
280.0,0.0
500.0,0.0
700.0,181.25
850.0,221.5
1000.0,221.5
2000.0,221.5
