Date_Time,P4,P5,P6
3/2/2023 0:00,2732.626079,2735.710392,2736.704432
3/2/2023 0:15,2732.626838,2735.713285,2736.708013
3/2/2023 0:30,2732.632227,2735.713349,2736.706361
3/2/2023 0:45,2732.627247,2735.711562,2736.705603
3/2/2023 1:00,2732.630069,2735.713323,2736.707023
3/2/2023 1:15,2732.627998,2735.714445,2736.709173
3/2/2023 1:30,2732.626517,2735.716156,2736.711914
3/2/2023 1:45,2732.626919,2735.714442,2736.709517
3/2/2023 2:00,2732.627909,2735.713298,2736.707685
3/2/2023 2:15,2732.629248,2735.716771,2736.711846
3/2/2023 2:30,2732.630418,2735.717941,2736.713016
3/2/2023 2:45,2732.628177,2735.716758,2736.712174
3/2/2023 3:00,2732.629337,2735.717918,2736.713334
3/2/2023 3:15,2732.627586,2735.716169,2736.711586
3/2/2023 3:30,2732.629067,2735.714458,2736.708846
3/2/2023 3:45,2732.628675,2735.716182,2736.711252
3/2/2023 4:00,2732.629657,2735.715048,2736.709436
3/2/2023 4:30,2732.625848,2735.714429,2736.709845
3/2/2023 4:45,2732.629077,2735.714468,2736.708856
3/2/2023 5:30,2732.628586,2735.715035,2736.709764
3/2/2023 7:30,2732.630067,2735.713323,2736.707024
3/2/2023 8:00,2732.627596,2735.716179,2736.711596
3/2/2023 8:15,2732.626428,2735.715009,2736.710425
3/2/2023 8:45,2732.623589,2735.713246,2736.709009
3/2/2023 9:00,2732.62243,2735.712087,2736.70785
3/2/2023 9:15,2732.624678,2735.713259,2736.708675
3/2/2023 9:45,2732.626158,2735.711549,2736.705937
3/2/2023 10:00,2732.62441,2735.709799,2736.704186
3/2/2023 10:15,2732.621491,2735.70688,2736.701267
3/2/2023 10:30,2732.61807,2735.704538,2736.699273
3/2/2023 10:45,2732.616322,2735.702788,2736.697522
3/2/2023 11:00,2732.620321,2735.70571,2736.700097
3/2/2023 11:15,2732.622069,2735.70746,2736.701848
3/2/2023 11:30,2732.625299,2735.707498,2736.700857
3/2/2023 11:45,2732.619921,2735.707444,2736.702519
3/2/2023 12:00,2732.618171,2735.705694,2736.700769
3/2/2023 12:30,2732.619599,2735.710314,2736.706419
3/2/2023 12:45,2732.623239,2735.70863,2736.703018
3/2/2023 13:00,2732.61737,2735.709142,2736.705586
3/2/2023 13:15,2732.619118,2735.710892,2736.707337
3/2/2023 13:30,2732.62001,2735.708591,2736.704007
3/2/2023 13:45,2732.621759,2735.71034,2736.705756
3/2/2023 14:00,2732.620331,2735.70572,2736.700107
3/2/2023 14:15,2732.61669,2735.707405,2736.70351
3/2/2023 14:30,2732.622079,2735.70747,2736.701858
3/2/2023 14:45,2732.620599,2735.70918,2736.704596
3/2/2023 15:00,2732.619609,2735.710324,2736.706429
