Date_Time,P1,P2,P3
3/2/2023 0:00,2720.905766,2722.817596,2724.092149
3/2/2023 0:15,2720.905887,2722.81886,2724.094175
3/2/2023 0:30,2720.909514,2722.820762,2724.094927
3/2/2023 0:45,2720.907764,2722.819012,2724.093178
3/2/2023 1:00,2720.907871,2722.820272,2724.095206
3/2/2023 1:15,2720.907754,2722.819002,2724.093168
3/2/2023 1:30,2720.909504,2722.820752,2724.094917
3/2/2023 1:45,2720.909738,2722.820416,2724.0942
3/2/2023 2:00,2720.907988,2722.818666,2724.09245
3/2/2023 2:15,2720.910329,2722.821005,2724.094789
3/2/2023 2:30,2720.911497,2722.822175,2724.095959
3/2/2023 2:45,2720.914429,2722.822228,2724.094094
3/2/2023 3:00,2720.909031,2722.821432,2724.096366
3/2/2023 3:45,2720.909845,2722.821675,2724.096228
3/2/2023 4:00,2720.908095,2722.819925,2724.094479
3/2/2023 5:15,2720.90636,2722.81818,2724.092726
3/2/2023 5:30,2720.907401,2722.820945,2724.096642
3/2/2023 5:45,2720.910567,2722.820663,2724.09406
3/2/2023 6:15,2720.908817,2722.818913,2724.09231
3/2/2023 8:00,2720.911487,2722.822165,2724.095949
3/2/2023 8:15,2720.906939,2722.818759,2724.093306
3/2/2023 8:30,2720.907861,2722.820262,2724.095196
3/2/2023 8:45,2720.908803,2722.818909,2724.092312
3/2/2023 9:00,2720.907643,2722.817749,2724.091152
3/2/2023 9:30,2720.909287,2722.818239,2724.090874
3/2/2023 9:45,2720.905894,2722.816,2724.089403
3/2/2023 10:00,2720.903436,2722.815266,2724.08982
3/2/2023 10:15,2720.900517,2722.812347,2724.086901
3/2/2023 10:30,2720.899348,2722.811178,2724.085731
3/2/2023 10:45,2720.899241,2722.809919,2724.083703
3/2/2023 11:00,2720.90274,2722.813418,2724.087202
3/2/2023 11:15,2720.900282,2722.812684,2724.087619
3/2/2023 11:30,2720.902267,2722.814097,2724.08865
3/2/2023 11:45,2720.89865,2722.812204,2724.087907
3/2/2023 12:00,2720.897608,2722.809438,2724.083992
3/2/2023 12:15,2720.89806,2722.811614,2724.087317
3/2/2023 12:30,2720.897352,2722.81263,2724.089483
3/2/2023 13:00,2720.8969,2722.810454,2724.086157
3/2/2023 13:15,2720.90275,2722.813428,2724.087212
3/2/2023 13:30,2720.898768,2722.810598,2724.085151
3/2/2023 14:00,2720.900066,2722.810172,2724.083575
3/2/2023 14:30,2720.899358,2722.811188,2724.085741
3/2/2023 14:45,2720.900292,2722.812694,2724.087629
3/2/2023 15:00,2720.902043,2722.814444,2724.089378
3/2/2023 15:30,2720.905659,2722.816337,2724.090121
3/2/2023 15:45,2720.907303,2722.816827,2724.089843
3/2/2023 16:00,2720.904845,2722.816093,2724.090259
3/2/2023 16:15,2720.902634,2722.812158,2724.085174
3/2/2023 16:45,2720.900756,2722.812004,2724.08617
3/2/2023 17:00,2720.904406,2722.811052,2724.08215
3/2/2023 17:15,2720.904391,2722.811048,2724.082152
3/2/2023 17:30,2720.904274,2722.812654,2724.084907
3/2/2023 17:45,2720.907183,2722.815563,2724.087816
3/2/2023 18:00,2720.908116,2722.817069,2724.089705
3/2/2023 18:15,2720.908706,2722.817659,2724.090295
3/2/2023 18:45,2720.914782,2722.820285,2724.09062
3/2/2023 19:00,2720.909158,2722.819836,2724.09362
3/2/2023 19:15,2720.907408,2722.818086,2724.09187
3/2/2023 19:30,2720.912324,2722.819552,2724.091037
3/2/2023 19:45,2720.915717,2722.821792,2724.092509
3/2/2023 20:00,2720.913494,2722.820722,2724.092207
3/2/2023 20:15,2720.912786,2722.821738,2724.094373
3/2/2023 20:30,2720.913259,2722.821059,2724.092925
3/2/2023 20:45,2720.913138,2722.819795,2724.090899
3/2/2023 21:15,2720.91243,2722.820811,2724.093066
3/2/2023 21:30,2720.910802,2722.820326,2724.093342
3/2/2023 21:45,2720.912551,2722.822075,2724.095091
3/2/2023 22:00,2720.914181,2722.822561,2724.094814
3/2/2023 22:15,2720.911843,2722.823091,2724.097257
3/2/2023 23:00,2720.913707,2722.823241,2724.096263
3/2/2023 23:15,2720.911615,2722.820568,2724.093204
3/2/2023 23:30,2720.911829,2722.823087,2724.09726
3/2/2023 23:45,2720.915456,2722.82499,2724.098012
3/3/2023 0:00,2720.912999,2722.824257,2724.098428
3/3/2023 0:15,2720.91885,2722.82723,2724.099483
3/3/2023 0:30,2720.915922,2722.82717,2724.101336
3/3/2023 0:45,2720.91663,2722.826154,2724.09917
3/3/2023 1:00,2720.914172,2722.82542,2724.099586
3/3/2023 1:15,2720.917672,2722.82892,2724.103085
3/3/2023 1:30,2720.916736,2722.827414,2724.101198
3/3/2023 1:45,2720.914748,2722.826006,2724.100179
3/3/2023 2:00,2720.920125,2722.829659,2724.102681
3/3/2023 2:15,2720.914996,2722.825674,2724.099458
3/3/2023 2:30,2720.914288,2722.82669,2724.101625
3/3/2023 2:45,2720.916498,2722.827756,2724.101927
3/3/2023 3:15,2720.914278,2722.82668,2724.101615
3/3/2023 3:30,2720.914986,2722.825664,2724.099448
3/3/2023 4:00,2720.908913,2722.823038,2724.099121
3/3/2023 4:15,2720.91312,2722.825521,2724.100455
3/3/2023 4:30,2720.910789,2722.823191,2724.098126
