Date_Time,Turbidity (NTU),SSC (mg/L),Q,Qs
2023-04-17 12:14:00,3.816212,2.211,0.1088564589126353,0.24068163065583664
2023-04-17 12:15:00,3.9445713333333337,2.3346666666666667,0.1089542227115966,0.2543717919573409
2023-04-17 12:16:00,4.072930666666667,2.458333333333333,0.10963892751379946,0.2695290301380903
2023-04-17 12:17:00,4.20129,2.582,0.11032363231600231,0.28485561863991793
2023-04-17 12:18:00,4.329649333333333,2.7056666666666667,0.11100833711820517,0.30035155746282377
2023-04-17 12:19:00,4.458008666666667,2.829333333333333,0.11169304192040802,0.31601684660680773
2023-04-17 12:20:00,4.586368,2.953,0.11237774672261087,0.33185148607186987
2023-04-17 12:21:00,4.714727333333333,3.076666666666666,0.11306245152481373,0.3478554758580102
2023-04-17 12:22:00,4.843086666666667,3.200333333333333,0.11374715632701657,0.3640288159652287
2023-04-17 12:23:00,4.971446,3.324,0.11443186112921942,0.38037150639352535
2023-04-17 12:24:00,5.099805333333334,3.4476666666666667,0.11511656593142228,0.3968835471429002
2023-04-17 12:25:00,5.228164666666667,3.571333333333333,0.11580127073362513,0.41356493821335316
2023-04-17 12:26:00,5.356524,3.695,0.11648597553582798,0.43041567960488436
2023-04-17 12:27:00,5.484883333333334,3.818666666666666,0.11717068033803084,0.44743577131749374
2023-04-17 12:28:00,5.613242666666667,3.942333333333333,0.11785538514023369,0.46462521335118123
2023-04-17 12:29:00,5.741602,4.066,0.11854008994243655,0.48198400570594696
2023-04-17 12:30:00,5.7697015333333335,4.093066666666666,0.1192247947446394,0.48799503320945864
2023-04-17 12:31:00,5.797801066666667,4.120133333333333,0.11814520279639862,0.4867739882148685
2023-04-17 12:32:00,5.825900600000001,4.1472,0.11706561084815784,0.48549450130948013
2023-04-17 12:33:00,5.854000133333334,4.174266666666667,0.11598601889991705,0.4841565724932938
2023-04-17 12:34:00,5.882099666666667,4.201333333333333,0.11490642695167629,0.4827602017663093
2023-04-17 12:35:00,5.9101992,4.2284,0.1138268350034355,0.48130538912852666
2023-04-17 12:36:00,5.938298733333333,4.255466666666667,0.11274724305519472,0.479792134579946
2023-04-17 12:37:00,5.966398266666667,4.282533333333333,0.11166765110695394,0.47822043812056714
2023-04-17 12:38:00,5.9944978,4.3096000000000005,0.11058805915871316,0.4765902997503903
2023-04-17 12:39:00,6.022597333333334,4.336666666666667,0.10950846721047237,0.47490171946941523
