Date_Time,Sample ,SSC,Q,Qs
2023-07-29 15:07:00,ST4-D2,110.0000003,0.04567743751862682,5.024518140752182
2023-07-29 15:16:00,ST4-U1,99.9998979,0.044241928267747255,4.424188309673849
2023-07-29 15:22:00,ST4-D3,53.333,0.045472364768501174,2.425177630198473
2023-07-29 15:31:00,ST4-U2,105.5558544,0.0479320630472536,5.059509868107521
2023-07-29 15:37:00,ST4-D4,80.00000024,0.0528467607137368,4.227740869782167
2023-07-29 15:46:00,ST4-U3,50.0025231,0.05795982904848044,2.898137690868694
2023-07-29 15:52:00,ST4-D5,43.33430055,0.04932065772507668,2.1372762051821526
2023-07-29 16:01:00,ST4-U4,68.88899987,0.03696580474414802,2.5465373182140585
2023-07-29 16:07:00,ST4-D6,92.22199982,0.03195005744580614,2.946498192016123
2023-07-29 16:16:00,ST4-U5,51.11255035,0.025889859461511684,1.3232967452809399
2023-07-29 16:31:00,ST4-U6,45.26299991,0.03373129448305294,1.5267795791506087
2023-07-29 16:46:00,ST4-U7,19.99976348,0.02084384009355547,0.41687187188605046
2023-07-29 17:16:00,ST4-U9,15.4555238,0.016196175614707722,0.2503203776820948
2023-07-29 17:46:00,ST4-U11,26.00000003,0.0161356805844546,0.41952769567988996
2023-07-29 18:31:00,ST4-U14,21.0000428,0.014585467175547326,0.30629543494448896
2023-08-13 18:45:00,ST5-D1,76.15400015,0.0166432575393171,1.267450637145643
2023-08-13 18:45:00,ST5-U1,43.19985899,0.0166432575393171,0.7189863788327531
2023-08-13 18:58:00,ST5-D2,41.19999988,0.01619585471232858,0.6672692122044349
2023-08-13 19:00:00,ST5-U2,29.23134989,0.0161270235081765,0.4714146668517626
2023-08-13 19:02:00,ST5-D3,39.60000008,0.015481687832327314,0.6130748393986967
2023-08-13 19:10:00,ST5-D4,27.60000003,0.012900345128930566,0.356049525945494
2023-08-13 19:15:00,ST5-U3,25.0003814,0.0112870059393076,0.2821794533467552
2023-08-13 19:30:00,ST5-U4,23.75164954,0.0105500259308215,0.25058051854678454
2023-08-13 19:45:00,ST5-U5,22.22200007,0.0095114414032115,0.21136325152796684
2023-08-13 20:00:00,ST5-U6,22.22200002,0.0128969664025824,0.28659638765612544
2023-08-13 20:15:00,ST5-U7,21.90499996,0.0116771780068858,0.25578858377374636
2023-08-13 20:30:00,ST5-U8,17.99999996,0.0128897170412782,0.2320149062274189
2023-08-13 20:45:00,ST5-U9,20.49895521,0.015147430220548,0.31050649363761385
2023-08-13 21:00:00,ST5-U10,12.5580333,0.015147430220548,0.19022193311906813
2023-08-13 21:02:00,ST5-D5,20.83337099,0.01484640179664536,0.3093005964961153
2023-08-13 21:15:00,ST5-U11,18.00054756,0.0128897170412782,0.23202196463647073
2023-08-13 21:30:00,ST5-U12,20.00062928,0.0116704771583778,0.23341688716542222
2023-08-28 12:20:00,ST6-U1,77.89499993,0.013918048948303566,1.0841464218538428
2023-08-28 12:35:00,ST6-U2,43.00000009,0.012905469099999333,0.5549351724614635
2023-08-28 12:50:00,ST6-U3,36.0,0.0120703898533958,0.4345340347222488
2023-08-28 13:05:00,ST6-U4,28.8362148,0.011684788928497532,0.33694508343481666
2023-08-28 13:20:00,ST6-U5,29.5451921,0.0124889235123712,0.36898764429521386
2023-08-28 14:05:00,ST6-U8,26.84115408,0.0128897170412782,0.3459748811525499
2023-08-28 14:35:00,ST6-U10,24.00051874,0.0130635748651928,0.3135325733634528
2023-09-14 17:45:00,ST7-U1,30.76835869,0.0205282290729987,0.6316199153885101
2023-09-14 17:52:00,ST7-D1,37.60000057,0.024210236431668853,0.9103049036305836
2023-09-14 18:00:00,ST7-U2,30.19991885,0.0284182448415776,0.8582286880750747
2023-09-14 18:07:00,ST7-D2,31.53869708,0.022686381521586866,0.7154989146506376
2023-09-14 18:15:00,ST7-U3,29.17968566,0.0161356805844546,0.4708340873645503
2023-09-14 18:22:00,ST7-D3,28.07713222,0.015239628540084692,0.42788506550364347
2023-09-14 18:45:00,ST7-U5,20.4175278,0.0146756427792792,0.2996403444288023
2023-09-14 18:52:00,ST7-D5,23.59980959,0.014460941710657814,0.34127547086361326
2023-09-14 19:09:00,ST7-D6,21.17521668,0.0142155690608048,0.3010177550920457
2023-09-14 19:15:00,ST7-U7,17.99943179,0.0142155690608048,0.25587216566599036
