Date_Time,LabID,SSC (mg/L),SSC (uL/L),TurbClean
2023-04-17 16:30:00,190,-,103.31,3.7071787666666665
2023-04-17 20:30:00,191,-,65.48,19.485681061333334
2023-04-18 00:30:00,192,-,73.68,14.095208666666666
2023-04-18 04:30:00,193,-,48.9,12.81633
2023-04-18 08:30:00,211,10,0.0,10.750207933333334
2023-04-18 12:30:00,212,6.818181818,0.0,11.98366814
2023-04-18 16:30:00,213,21.5,93.48,28.755143333333336
2023-04-18 21:30:00,214,11.05263158,53.79,17.720414
2023-04-19 02:30:00,215,18,47.58,10.725819333333334
2023-04-19 07:30:00,216,6.5,30.72,11.013855333333334
2023-04-19 12:30:00,217,8,0.0,10.820681333333333
2023-04-19 17:30:00,218,12,0.0,16.38102933333333
2023-04-19 22:30:00,219,6,22.36,9.5457912
2023-04-20 03:30:00,220,8.888888889,30.83,10.8071176
2023-04-20 08:30:00,221,12.22222222,0.0,11.302605
2023-04-20 18:30:00,236,6.875,0.0,12.379865893333333
2023-04-20 23:30:00,237,4.666666667,24.91,13.855930533333334
2023-04-21 09:30:00,238,5.333333333,0.0,7.928678333333333
2023-04-21 14:30:00,239,6,0.0,9.290000266666667
2023-04-21 19:30:00,240,17.85714286,67.13,11.7388058
2023-04-22 00:30:00,241,4,0.0,10.340905666666666
2023-04-22 05:30:00,242,6.666666667,51.68,7.8816796
2023-04-22 10:30:00,243,5.517241379,0.0,6.612443333333333
2023-04-22 15:30:00,244,5.333333333,57.56,9.912716266666665
2023-04-22 20:30:00,245,8,63.54,9.937147333333334
2023-04-23 01:30:00,246,7.333333333,0.0,6.397282466666666
2023-04-23 16:00:00,248,11.25,0.0,11.168468666666666
2023-04-23 21:00:00,249,5.161290323,0.0,8.2048614
2023-04-24 02:00:00,250,8.666666667,66.59,7.851839466666666
2023-04-24 07:00:00,251,8.571428571,0.0,6.5715912934
2023-04-24 17:00:00,253,15,27.12,13.038916666666667
2023-04-24 22:00:00,269,7.142857143,14.59,9.265761653333332
2023-04-25 03:00:00,270,4.117647059,0.0,7.3385368
2023-04-25 13:00:00,271,7.142857143,0.0,8.663250266666665
2023-04-25 18:00:00,272,,0.0,10.072311133333335
2023-04-26 13:30:00,273,5.517241379,0.0,6.958430531
2023-04-26 19:00:00,274,11.33333333,0.0,6.6294694666666665
2023-04-27 00:00:00,283,6.666666667,0.0,5.534429466666667
2023-04-27 05:00:00,284,5.294117647,0.0,5.794403533333333
2023-04-27 15:00:00,286,7.5,0.0,8.775232106666667
2023-04-28 01:00:00,288,8.125,0.0,8.396474866666667
2023-04-28 06:00:00,289,11.61290323,0.0,11.483500266666667
2023-04-28 11:00:00,290,8.125,0.0,5.404699533333333
2023-04-28 16:00:00,291,6.666666667,56.02,9.838444733333334
2023-04-28 21:00:00,302,3.75,0.0,5.6234687333333335
2023-04-29 02:00:00,303,11.25,0.0,6.5970211333333335
2023-04-29 12:00:00,304,4.666666667,0.0,4.898272733333333
2023-04-29 17:00:00,305,14.54545455,0.0,12.434268
2023-04-29 22:00:00,306,9.285714286,0.0,8.707696666666667
2023-04-30 03:00:00,307,6.875,0.0,10.258584
2023-04-30 08:00:00,308,2.5,0.0,7.501932399999999
2023-04-30 13:00:00,309,12.66666667,43.66,9.533501600000001
2023-04-30 18:00:00,310,45,85.5,40.720068000000005
2023-04-30 23:00:00,311,14,0.0,20.852958666666666
2023-05-01 04:00:00,312,10,0.0,12.526063343999999
2023-05-01 09:00:00,313,8.125,0.0,9.340075066666666
2023-05-01 14:00:00,314,13.52941176,0.0,12.602335333333333
2023-05-01 20:00:00,328,20,64.14,20.458221333333334
2023-05-02 03:00:00,329,10,0.0,12.620073333333334
2023-05-02 17:00:00,331,4.375,0.0,10.38581286
2023-05-03 00:00:00,332,3.333333333,0.0,8.9650456
2023-05-03 07:00:00,333,5,0.0,9.191385066666665
2023-05-03 14:00:00,334,10.66666667,39.62,8.336210719999999
2023-05-03 20:00:00,335,24.375,87.1,22.230606
2023-05-04 05:00:00,336,5.625,0.0,11.143065133333332
2023-05-04 14:00:00,337,1.290322581,0.0,10.3661924
2023-05-04 20:00:00,338,0.714285714,25.16,12.699106666666667
2023-05-04 23:00:00,339,-,15.19,7.8931116
2023-05-05 05:00:00,340,2.142857143,0.0,4.5956702080000005
2023-05-05 11:00:00,341,0.666666667,25.61,6.537635133333334
2023-05-05 17:00:00,342,-,30.82,8.335143266666668
