Time,Elevation,Smoothed,Smoothed_SG
2022-03-01 00:00:00,2733.034076,,2733.038165498791
2022-03-01 00:15:00,2733.034659,,2733.0366143542137
2022-03-01 00:30:00,2733.034466,,2733.035343885973
2022-03-01 00:45:00,2733.036995,,2733.0343540940694
2022-03-01 01:00:00,2733.035246,,2733.0336449785023
2022-03-01 01:15:00,2733.035829,,2733.0332165392724
2022-03-01 01:30:00,2733.038161,,2733.033068776379
2022-03-01 01:45:00,2733.036605,,2733.0332016898224
2022-03-01 02:00:00,2733.035826,,2733.0336152796026
2022-03-01 02:15:00,2733.036215,,2733.0343095457197
2022-03-01 02:30:00,2733.038355,2733.03742155,2733.0352844881736
2022-03-01 02:45:00,2733.037965,2733.0377133,2733.0365401069644
2022-03-01 03:00:00,2733.038745,2733.0400459999996,2733.038076402092
2022-03-01 03:15:00,2733.039328,2733.04259265,2733.039893373556
2022-03-01 03:30:00,2733.038745,2733.0453237499996,2733.0419910213573
2022-03-01 03:45:00,2733.036215,2733.0484724999997,2733.0464375664315
2022-03-01 04:00:00,2733.041267,2733.0515629499996,2733.050010041432
2022-03-01 04:15:00,2733.040494,2733.0544785,2733.0537696016995
2022-03-01 04:30:00,2733.039911,2733.05723855,2733.0578600958966
2022-03-01 04:45:00,2733.039328,2733.0599308,2733.0618414907617
2022-03-01 05:00:00,2733.039911,2733.0625842500003,2733.0657887041552
2022-03-01 05:15:00,2733.081313,2733.06515005,2733.0697510586183
2022-03-01 05:30:00,2733.085399,2733.0676966500005,2733.0734806947803
2022-03-01 05:45:00,2733.091617,2733.0701459500006,2733.0770797048253
2022-03-01 06:00:00,2733.098221,2733.0724299999997,2733.080841529602
2022-03-01 06:15:00,2733.097638,2733.0747625,2733.0848207579497
2022-03-01 06:30:00,2733.096472,2733.0772215,2733.088268660405
2022-03-01 06:45:00,2733.091806,2733.0794376,2733.0911345447803
2022-03-01 07:00:00,2733.089671,2733.0817116499998,2733.0934123253605
2022-03-01 07:15:00,2733.089284,2733.0838789,2733.094686098575
2022-03-01 07:30:00,2733.089671,2733.085541,2733.094712627146
2022-03-01 07:45:00,2733.088897,2733.08644485,2733.093977635405
2022-03-01 08:00:00,2733.087731,2733.08498735,2733.092028172236
2022-03-01 08:15:00,2733.085009,2733.083034,2733.0888243628597
2022-03-01 08:30:00,2733.085395,2733.0803614,2733.0846311974597
2022-03-01 08:45:00,2733.085395,2733.0772128,2733.0791067858513
2022-03-01 09:00:00,2733.085589,2733.07403505,2733.074740774021
2022-03-01 09:15:00,2733.085975,2733.0707406499996,2733.07041114054
2022-03-01 09:30:00,2733.083256,2733.06767955,2733.066118382726
2022-03-01 09:45:00,2733.07257,2733.0647835,2733.0621828642
