Time,Elevation,Smoothed,Smoothed_SG
3/1/2023 0:00,2737.320086,2737.323937,2737.321138
3/1/2023 0:15,2737.321835,2737.323937,2737.322384
3/1/2023 0:30,2737.324754,2737.323937,2737.323552
3/1/2023 0:45,2737.326504,2737.324986,2737.32464
3/1/2023 1:00,2737.326504,2737.32592,2737.325649
3/1/2023 1:15,2737.325334,2737.32662,2737.326579
3/1/2023 1:30,2737.326504,2737.32697,2737.327396
3/1/2023 1:45,2737.328253,2737.327319,2737.327877
3/1/2023 2:00,2737.328253,2737.328603,2737.328101
3/1/2023 2:15,2737.328253,2737.328953,2737.328514
3/1/2023 2:30,2737.331752,2737.328953,2737.329436
3/1/2023 2:45,2737.328253,2737.329535,2737.329529
3/1/2023 3:00,2737.328253,2737.330466,2737.32996
3/1/2023 3:15,2737.331162,2737.330116,2737.330699
3/1/2023 3:30,2737.332911,2737.3314,2737.331614
3/1/2023 3:45,2737.330002,2737.332565,2737.332384
3/1/2023 4:00,2737.334671,2737.333151,2737.333327
3/1/2023 4:15,2737.334081,2737.333037,2737.333482
3/1/2023 4:30,2737.334091,2737.333155,2737.332684
3/1/2023 4:45,2737.332342,2737.33234,2737.332022
3/1/2023 5:00,2737.330592,2737.331524,2737.331901
3/1/2023 5:15,2737.330592,2737.331406,2737.331647
3/1/2023 5:30,2737.330002,2737.331988,2737.331897
3/1/2023 5:45,2737.333501,2737.332919,2737.332343
3/1/2023 6:00,2737.335251,2737.333501,2737.333341
3/1/2023 6:15,2737.335251,2737.334551,2737.334206
3/1/2023 6:30,2737.333501,2737.335251,2737.335009
3/1/2023 6:45,2737.335251,2737.335601,2737.335864
3/1/2023 7:00,2737.337,2737.336534,2737.336424
3/1/2023 7:15,2737.337,2737.338168,2737.337631
3/1/2023 7:30,2737.339919,2737.339801,2737.339153
3/1/2023 7:45,2737.341668,2737.341782,2737.341973
3/1/2023 8:00,2737.343418,2737.344232,2737.344987
3/1/2023 8:15,2737.346907,2737.347379,2737.348143
3/1/2023 8:30,2737.349246,2737.349594,2737.350519
3/1/2023 8:45,2737.355654,2737.35076,2737.351243
3/1/2023 9:00,2737.352745,2737.349944,2737.35064
3/1/2023 9:15,2737.349246,2737.347727,2737.348077
3/1/2023 9:30,2737.342828,2737.343528,2737.344492
3/1/2023 9:45,2737.33816,2737.338979,2737.339408
3/1/2023 10:00,2737.334661,2737.335131,2737.334425
3/1/2023 10:15,2737.330002,2737.331516,2737.331169
3/1/2023 10:30,2737.330002,2737.329766,2737.329098
3/1/2023 10:45,2737.324754,2737.328719,2737.328646
3/1/2023 11:00,2737.329413,2737.328603,2737.328524
3/1/2023 11:15,2737.329423,2737.328485,2737.328115
3/1/2023 11:30,2737.329423,2737.328485,2737.327766
3/1/2023 11:45,2737.329413,2737.327088,2737.327026
3/1/2023 12:00,2737.324754,2737.326038,2737.326275
3/1/2023 12:15,2737.322425,2737.324988,2737.325306
3/1/2023 12:30,2737.324174,2737.32394,2737.324238
3/1/2023 12:45,2737.324174,2737.324174,2737.323299
3/1/2023 13:00,2737.324174,2737.323824,2737.323163
3/1/2023 13:15,2737.325924,2737.323824,2737.324079
3/1/2023 13:30,2737.320676,2737.324408,2737.324817
3/1/2023 13:45,2737.324174,2737.324992,2737.325189
3/1/2023 14:00,2737.327093,2737.324758,2737.324807
3/1/2023 14:15,2737.327093,2737.325224,2737.3245
3/1/2023 14:30,2737.324754,2737.324408,2737.324792
3/1/2023 14:45,2737.323005,2737.32394,2737.324535
3/1/2023 15:00,2737.320096,2737.323473,2737.323308
3/1/2023 15:15,2737.324754,2737.322189,2737.322706
3/1/2023 15:30,2737.324754,2737.321957,2737.321825
3/1/2023 15:45,2737.318336,2737.322305,2737.321424
3/1/2023 16:00,2737.321845,2737.320673,2737.32085
3/1/2023 16:15,2737.321835,2737.319742,2737.320189
3/1/2023 16:30,2737.316597,2737.31986,2737.319502
3/1/2023 16:45,2737.320096,2737.31951,2737.319295
3/1/2023 17:00,2737.318926,2737.319394,2737.319512
3/1/2023 17:15,2737.320096,2737.319742,2737.319379
3/1/2023 17:30,2737.321255,2737.319742,2737.319764
3/1/2023 17:45,2737.318336,2737.320326,2737.320167
3/1/2023 18:00,2737.320096,2737.320324,2737.320168
3/1/2023 18:15,2737.321845,2737.32009,2737.320627
3/1/2023 18:30,2737.320086,2737.321024,2737.320852
3/1/2023 18:45,2737.320086,2737.321371,2737.321281
3/1/2023 19:00,2737.323005,2737.321253,2737.321803
3/1/2023 19:15,2737.321835,2737.321487,2737.32123
3/1/2023 19:30,2737.321255,2737.321371,2737.320742
3/1/2023 19:45,2737.321255,2737.320439,2737.320741
3/1/2023 20:00,2737.319506,2737.320441,2737.320778
3/1/2023 20:15,2737.318346,2737.320791,2737.320567
3/1/2023 20:30,2737.321845,2737.321141,2737.321212
3/1/2023 20:45,2737.323005,2737.321609,2737.321617
3/1/2023 21:00,2737.323005,2737.322659,2737.322102
3/1/2023 21:15,2737.321845,2737.322541,2737.322529
3/1/2023 21:30,2737.323595,2737.322541,2737.322814
3/1/2023 21:45,2737.321255,2737.322541,2737.322639
3/1/2023 22:00,2737.323005,2737.323123,2737.323454
3/1/2023 22:15,2737.323005,2737.323355,2737.323756
3/1/2023 22:30,2737.324754,2737.324288,2737.323616
3/1/2023 22:45,2737.324754,2737.323589,2737.32338
3/1/2023 23:00,2737.325924,2737.323239,2737.323314
3/1/2023 23:15,2737.319506,2737.323123,2737.323093
3/1/2023 23:30,2737.321255,2737.323007,2737.323322
3/1/2023 23:45,2737.324174,2737.323007,2737.323456
3/2/2023 0:00,2737.324174,2737.32429,2737.323887
3/2/2023 0:15,2737.325924,2737.324874,2737.324226
3/2/2023 0:30,2737.325924,2737.324874,2737.324979
3/2/2023 0:45,2737.324174,2737.324756,2737.325068
3/2/2023 1:00,2737.324174,2737.324638,2737.324762
3/2/2023 1:15,2737.323585,2737.324754,2737.324538
3/2/2023 1:30,2737.325334,2737.32487,2737.324745
3/2/2023 1:45,2737.326504,2737.325336,2737.325364
3/2/2023 2:00,2737.324754,2737.326504,2737.326302
3/2/2023 2:15,2737.326504,2737.327088,2737.327268
3/2/2023 2:30,2737.329423,2737.327553,2737.328213
3/2/2023 2:45,2737.328253,2737.328369,2737.328248
3/2/2023 3:00,2737.328833,2737.328485,2737.327962
3/2/2023 3:15,2737.328833,2737.327433,2737.32797
3/2/2023 3:30,2737.327083,2737.326965,2737.327188
3/2/2023 3:45,2737.324164,2737.326731,2737.326598
3/2/2023 4:00,2737.325914,2737.326032,2737.326329
3/2/2023 4:15,2737.327663,2737.326032,2737.325983
3/2/2023 4:30,2737.325334,2737.326266,2737.325849
3/2/2023 4:45,2737.327083,2737.32615,2737.32596
3/2/2023 5:00,2737.325334,2737.325684,2737.326319
3/2/2023 5:15,2737.325334,2737.325684,2737.325836
3/2/2023 5:30,2737.325334,2737.325334,2737.325326
3/2/2023 5:45,2737.325334,2737.324634,2737.324779
3/2/2023 6:00,2737.325334,2737.323934,2737.323731
3/2/2023 6:15,2737.321835,2737.322885,2737.322724
3/2/2023 6:30,2737.321835,2737.321835,2737.321733
3/2/2023 6:45,2737.320086,2737.320786,2737.320987
3/2/2023 7:00,2737.320086,2737.320786,2737.320665
3/2/2023 7:15,2737.320086,2737.320786,2737.320188
3/2/2023 7:30,2737.321835,2737.321135,2737.320802
3/2/2023 7:45,2737.321835,2737.321251,2737.321372
3/2/2023 8:00,2737.321835,2737.322417,2737.32215
3/2/2023 8:15,2737.320666,2737.322883,2737.323163
3/2/2023 8:30,2737.325914,2737.323467,2737.32387
3/2/2023 8:45,2737.324164,2737.324284,2737.324351
3/2/2023 9:00,2737.324754,2737.324752,2737.324725
3/2/2023 9:15,2737.325924,2737.32417,2737.324871
3/2/2023 9:30,2737.323005,2737.323589,2737.324512
3/2/2023 9:45,2737.323005,2737.322539,2737.322118
3/2/2023 10:00,2737.321255,2737.320438,2737.32043
3/2/2023 10:15,2737.319506,2737.31787,2737.317828
3/2/2023 10:30,2737.315417,2737.316353,2737.315948
3/2/2023 10:45,2737.310169,2737.314486,2737.314933
3/2/2023 11:00,2737.315417,2737.313902,2737.313899
3/2/2023 11:15,2737.311919,2737.31367,2737.313348
3/2/2023 11:30,2737.316587,2737.314022,2737.313216
3/2/2023 11:45,2737.314258,2737.313322,2737.313483
3/2/2023 12:00,2737.311929,2737.313322,2737.313106
3/2/2023 12:15,2737.311919,2737.312273,2737.312296
3/2/2023 12:30,2737.311919,2737.311457,2737.311788
3/2/2023 12:45,2737.311339,2737.311807,2737.311498
3/2/2023 13:00,2737.310179,2737.311691,2737.311872
3/2/2023 13:15,2737.313678,2737.312275,2737.311914
3/2/2023 13:30,2737.311339,2737.312159,2737.311812
3/2/2023 13:45,2737.314838,2737.312275,2737.312049
3/2/2023 14:00,2737.310759,2737.312275,2737.312691
3/2/2023 14:15,2737.310759,2737.313092,2737.313055
3/2/2023 14:30,2737.313678,2737.31321,2737.313221
3/2/2023 14:45,2737.315427,2737.313794,2737.313904
3/2/2023 15:00,2737.315427,2737.314727,2737.314668
3/2/2023 15:15,2737.313678,2737.315077,2737.315326
3/2/2023 15:30,2737.315427,2737.315077,2737.314949
3/2/2023 15:45,2737.315427,2737.314144,2737.314523
3/2/2023 16:00,2737.315427,2737.31391,2737.314122
3/2/2023 16:15,2737.310759,2737.313792,2737.313592
3/2/2023 16:30,2737.312508,2737.313092,2737.31311
3/2/2023 16:45,2737.314838,2737.312159,2737.312395
3/2/2023 17:00,2737.311929,2737.312393,2737.312013
3/2/2023 17:15,2737.310759,2737.312295,2737.311904
3/2/2023 17:30,2737.311929,2737.311748,2737.312152
3/2/2023 17:45,2737.312018,2737.311801,2737.31185
3/2/2023 18:00,2737.312106,2737.312106,2737.311733
3/2/2023 18:15,2737.312195,2737.312195,2737.312157
3/2/2023 18:30,2737.312283,2737.312283,2737.312374
3/2/2023 18:45,2737.312372,2737.312372,2737.312372
3/2/2023 19:00,2737.312461,2737.312461,2737.312461
3/2/2023 19:15,2737.312549,2737.312549,2737.312549
3/2/2023 19:30,2737.312638,2737.312638,2737.312638
3/2/2023 19:45,2737.312726,2737.312726,2737.312726
3/2/2023 20:00,2737.312815,2737.312815,2737.312815
3/2/2023 20:15,2737.312904,2737.312904,2737.312904
3/2/2023 20:30,2737.312992,2737.312992,2737.312992
3/2/2023 20:45,2737.313081,2737.313081,2737.313081
3/2/2023 21:00,2737.31317,2737.31317,2737.31317
3/2/2023 21:15,2737.313258,2737.313258,2737.313258
3/2/2023 21:30,2737.313347,2737.313347,2737.313347
3/2/2023 21:45,2737.313435,2737.313435,2737.313435
3/2/2023 22:00,2737.313524,2737.313524,2737.313524
3/2/2023 22:15,2737.313613,2737.313613,2737.313613
3/2/2023 22:30,2737.313701,2737.313701,2737.313701
3/2/2023 22:45,2737.31379,2737.31379,2737.31379
3/2/2023 23:00,2737.313878,2737.313878,2737.313878
3/2/2023 23:15,2737.313967,2737.313967,2737.313967
3/2/2023 23:30,2737.314056,2737.314056,2737.314056
3/2/2023 23:45,2737.314144,2737.314144,2737.314144
3/3/2023 0:00,2737.314233,2737.314233,2737.314233
3/3/2023 0:15,2737.314321,2737.314321,2737.314321
3/3/2023 0:30,2737.31441,2737.31441,2737.31441
3/3/2023 0:45,2737.314499,2737.314499,2737.314499
3/3/2023 1:00,2737.314587,2737.314587,2737.314587
3/3/2023 1:15,2737.314676,2737.314676,2737.314676
3/3/2023 1:30,2737.314764,2737.314764,2737.314764
3/3/2023 1:45,2737.314853,2737.314853,2737.314853
3/3/2023 2:00,2737.314942,2737.314942,2737.314942
3/3/2023 2:15,2737.31503,2737.31503,2737.31503
3/3/2023 2:30,2737.315119,2737.315119,2737.315119
3/3/2023 2:45,2737.315207,2737.315207,2737.315207
3/3/2023 3:00,2737.315296,2737.315296,2737.315296
3/3/2023 3:15,2737.315385,2737.315385,2737.315385
3/3/2023 3:30,2737.315473,2737.315473,2737.315473
3/3/2023 3:45,2737.315562,2737.315562,2737.315562
3/3/2023 4:00,2737.315651,2737.315651,2737.315651
