grain_size,#3_interpolated,#4_interpolated,#5_interpolated,#6_interpolated,#7_interpolated,#8_interpolated,#9_interpolated,#10_interpolated,#3_interpolated_kde,#4_interpolated_kde,#5_interpolated_kde,#6_interpolated_kde,#7_interpolated_kde,#8_interpolated_kde,#9_interpolated_kde,#10_interpolated_kde
100.00000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7500511502191e-09,0.003976392301905622,4.513458996021747e-08,3.3888903523662e-05,9.377295551814721e-27,0.003113247397857519,1.3813427501765368e-21,9.173782653382113e-07
105.01480798889307,0.0,0.003445467202265535,0.0,0.0,0.0,0.002273515012973158,0.0,0.0,1.9548201214367554e-08,0.005604777530730806,1.53486610246409e-07,6.152471737787359e-05,7.072325983771041e-25,0.004191726067251752,1.4943610614352292e-20,2.071754006183249e-06
110.28109896944085,0.0,0.006636789187637587,0.0,0.0,0.0,0.004424952954796778,0.0,0.0,4.745095446677991e-08,0.007513878182049058,4.844593239593077e-07,0.00010686544215181138,4.443044395035415e-23,0.005439115850556918,1.507750106418347e-19,4.47184136120891e-06
115.81148433079939,0.0,0.0095813569660574,0.0,0.0,0.0,0.0064564864498211005,0.0,0.0,1.1087363490249599e-07,0.009629017873327907,1.4204634189346486e-06,0.00017783225888326465,2.3255280718831054e-21,0.0068237489459466675,1.4189237237210759e-18,9.230966742611978e-06
121.6192078990759,0.0,0.012286561547466409,0.0,0.0,0.0,0.008370288122396482,0.0,0.0,2.494465469197422e-07,0.011856803130771695,3.872616627877429e-06,0.00028393839405184857,1.0143603671204288e-19,0.008304795553323325,1.2456159427133725e-17,1.8234985142568726e-05
127.7181776528273,0.0,0.014759793941806015,0.0,0.0,0.0,0.010168530596873277,0.0,0.0,5.405377893454594e-07,0.014102341116793683,9.827918962729383e-06,0.00043571577777057585,3.6882654984407045e-18,0.009838071629945974,1.020112572318422e-16,3.449693272616566e-05
134.12299902902987,0.0,0.0170084451590175,0.0,0.00010996430841444346,0.0,0.011853386497601735,0.0,0.0,1.1285524261131245e-06,0.016283951235904284,2.3246524091923035e-05,0.0006437964803790629,1.1183243860042412e-16,0.01138153128018862,7.794684959940872e-16,6.25504724717218e-05
140.84900989928056,0.0,0.019039906209042275,0.0,0.00045742095783172804,0.0,0.013427028448932206,0.0,0.0,2.2710580666694117e-06,0.018341499207702852,5.132617362487218e-05,0.0009177791819383789,2.828905915730649e-15,0.012899258358099774,5.557609660637342e-15,0.00010880710040507148
147.9123172999864,0.0,0.02086156810182171,0.0,0.0008839053757805888,0.0,0.014891629075215018,0.0,0.0,4.406837773277554e-06,0.02023752343177868,0.0001059622514997845,0.0012651033895224842,5.973154410425474e-14,0.014363451579962605,3.6980635858741205e-14,0.00018176481298912915
155.32983600450305,0.0,0.022480821847297185,0.0,0.0013837891256730688,0.0,0.01624936100080051,0.0,0.0,8.249346185767913e-06,0.021953050534326845,0.00020495518868807424,0.0016901840046451423,1.053420781403397e-12,0.01575457033256868,2.29679087523912e-13,0.0002919377427970022
163.1193290295913,0.0,0.023905058455410026,0.0,0.0019514437709211808,0.0,0.017502396850038945,0.0,0.0,1.4904896126421518e-05,0.02348132392843991,0.0003722706204824052,0.0021940010674861626,1.5529275897219125e-11,0.01706022146067074,1.3316802628204624e-12,0.0004513955048511721
171.29945017319594,0.0,0.025141668936101605,0.0,0.0025812408749369686,0.0,0.018652909247280674,0.0,0.0,2.6007762791734294e-05,0.024822328592503547,0.0006366418247480036,0.0027742067634093613,1.9154178725227587e-10,0.018273459130974348,7.209219628179481e-12,0.0006728678176200609
179.88978868541136,0.0,0.02619804429931333,0.0,0.0032675520011324777,0.0,0.019703070816876028,0.0,0.0,4.385469634652326e-05,0.0259794931963361,0.0010281898776445773,0.00342565534667845,1.978979112419568e-09,0.019391038444491363,3.644797237987523e-11,0.0009684770691709562
