grain_size,T1-A_interpolated,T1-B_interpolated,T1-C_interpolated,T1-D_interpolated,T2-A_interpolated,T2-B_interpolated,T3-C_interpolated,T3-D_interpolated,T5-A_interpolated,T5-B_interpolated,T5-C_interpolated,T5-D_interpolated,T6-B_interpolated,T6-C_interpolated,T6-D_interpolated,T7-A_interpolated,T7-B_interpolated,T7-C_interpolated,T7-D_interpolated,T8-A_interpolated,T8-C_interpolated,T8-D_interpolated,T1-A_interpolated_kde,T1-B_interpolated_kde,T1-C_interpolated_kde,T1-D_interpolated_kde,T2-A_interpolated_kde,T2-B_interpolated_kde,T3-C_interpolated_kde,T3-D_interpolated_kde,T5-A_interpolated_kde,T5-B_interpolated_kde,T5-C_interpolated_kde,T5-D_interpolated_kde,T6-B_interpolated_kde,T6-C_interpolated_kde,T6-D_interpolated_kde,T7-A_interpolated_kde,T7-B_interpolated_kde,T7-C_interpolated_kde,T7-D_interpolated_kde,T8-A_interpolated_kde,T8-C_interpolated_kde,T8-D_interpolated_kde
100.00000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.35810516212896e-09,4.429334449768401e-08,3.653491898388281e-08,1.5199001220845322e-08,1.1066988295802449e-08,1.0309928889953608e-18,4.985195988435537e-08,4.433443525155228e-10,2.4082906875601968e-14,9.448122697859884e-12,6.310505835914637e-14,6.544941994041947e-13,1.342106747017985e-08,4.244081220381513e-08,7.125412657474339e-16,6.890422840815763e-11,5.4150087981222034e-08,2.002247968613029e-07,6.910297143750343e-08,4.5585603056213485e-07,2.3225136801743738e-08,3.4291090040053635e-08
104.0306502726005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1396112567905384e-08,1.0058732502270318e-07,8.41021865051384e-08,3.793290989439502e-08,2.7465719230056672e-08,1.3525965947099555e-17,1.1249036093834715e-07,1.3812420269087417e-09,1.5599746938493177e-13,3.835541455177927e-11,3.7979048173128504e-13,3.2711187504038257e-12,3.281974187359069e-08,9.684456430987854e-08,6.034590229176925e-15,2.4423034981215416e-10,1.2185887024781258e-07,4.152060399215663e-07,1.5246686318610467e-07,8.992851566273324e-07,5.573770113111714e-08,7.942994632339294e-08
108.22376196140101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.280057016125725e-08,2.21497077121743e-07,1.8760788821780167e-07,9.130810425975658e-08,6.586190870291238e-08,1.6011880032689227e-16,2.461483357267997e-07,4.115722377569999e-09,9.36175724120852e-13,1.4730969377735043e-10,2.125209109701634e-12,1.5323887191685633e-11,7.759576923384024e-08,2.1417206273510809e-07,4.676815257894613e-14,8.2392428938907e-10,2.6593125853844054e-07,8.376704655715976e-07,3.2653712056872025e-07,1.7297456668312307e-06,1.29271005827544e-07,1.7818608110310213e-07
112.58588331791668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2563219611367404e-07,4.7302072969368037e-07,4.056085903146375e-07,2.1201899366257325e-07,1.5262615408195587e-07,1.7106332950757278e-15,5.223954488111462e-07,1.1731552903713292e-08,5.206148746158657e-12,5.353773446953771e-10,1.1059465585541749e-11,6.730010477802695e-11,1.774044942920049e-07,4.591106585794738e-07,3.3175078956108587e-13,2.6459811684711697e-09,5.628649836261868e-07,1.6444209531759747e-06,6.789473325432396e-07,3.244462474809418e-06,2.8979935579622363e-07,3.871884563802349e-07
117.12382653077992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.882777577767668e-07,9.798347514376847e-07,8.500583932336213e-07,4.750069695952277e-07,3.4186155036808667e-07,1.6496817772131363e-14,1.0754756109347955e-06,3.199573013485286e-08,2.6834540451318185e-11,1.8417203677519348e-09,5.353639637994236e-11,2.77165027445468e-10,3.9227409569408615e-07,9.541475348235593e-07,2.154479775923495e-12,8.090649164917743e-09,1.1556747414961715e-06,3.1416273295521897e-06,1.3707535672437594e-06,5.935319178442462e-06,6.280982815071367e-07,8.150959068482316e-07
121.84467836412288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.380673408454822e-07,1.969088112698709e-06,1.7272514825291596e-06,1.027023721356502e-06,7.402526526545118e-07,1.4363832719854133e-13,2.1482467925034623e-06,8.351394892154847e-08,1.2823357841382129e-10,5.998534830925881e-09,2.4113825995696827e-10,1.070655626944792e-09,8.390624080826332e-07,1.922826505041164e-06,1.28135144508722e-11,2.3559772778338096e-08,2.3022031719141687e-06,5.8421857445890256e-06,2.6877047490845905e-06,1.0591472181239987e-05,1.316402837107399e-06,1.6627151343541953e-06
126.75581122475545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3626157597935822e-06,3.83974986554471e-06,3.403408929993776e-06,2.1434856831080926e-06,1.5499117401268076e-06,1.1294763897405846e-12,4.16428402379113e-06,2.0867497151133228e-07,5.682843834135643e-10,1.850377472133414e-08,1.0109228937181296e-09,3.880389201232435e-09,1.736468179831743e-06,3.7582070036378674e-06,6.981303164872942e-11,6.535118833382764e-08,4.450564836457127e-06,1.0576897911799948e-05,5.119034414745814e-06,1.8439749617935532e-05,2.6686171795262505e-06,3.2873213951861775e-06
131.86489467542296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8083292914541066e-06,7.267069267605363e-06,6.5045695708230576e-06,4.319509028653084e-06,3.138541955426231e-06,8.023124635278477e-12,7.83549045651209e-06,4.992885504036066e-07,2.336305857755584e-09,5.4077875980586306e-08,3.945964187846561e-09,1.3199419429994703e-08,3.4777913141032944e-06,7.125813293776458e-06,3.4859252008480963e-10,1.727209371859338e-07,8.351111184514754e-06,1.8646329968725656e-05,9.472644919284024e-06,3.132719615925759e-05,5.23400552892957e-06,6.300600359004408e-06
137.17990741212222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5875001128725336e-06,1.335166170256886e-05,1.2060665777489466e-05,8.407108442525399e-06,6.14820334899314e-06,5.1500037290161606e-11,1.4314176729181884e-05,1.144303691843496e-06,8.913694384326547e-09,1.4979242891864004e-07,1.4346214075848621e-08,4.2154616241523947e-08,6.742318330119604e-06,1.3110120529756448e-05,1.5959235643157236e-09,4.3508324697650153e-07,1.5213645863462941e-05,3.20167745126286e-05,1.7034572165508328e-05,5.19449816785337e-05,9.934738941497748e-06,1.1709709271652304e-05
142.70914972418197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0735473247293905e-05,2.3819945147165115e-05,2.1701202167047566e-05,1.5808619295649483e-05,1.1654206385876746e-05,2.988304438582464e-10,2.539532635109626e-05,2.5129997759028584e-06,3.1574610893419904e-08,3.934195888079563e-07,4.86022766314262e-08,1.2645102574201376e-07,1.2656062831505795e-05,2.3410563386167245e-05,6.702717334529808e-09,1.0449039490133662e-06,2.691493329235489e-05,5.355695397831516e-05,2.9776688510295053e-05,8.408448803539505e-05,1.82552508368748e-05,2.110829666508247e-05
148.46125645656537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9925605688958905e-05,4.127573855991051e-05,3.7903343139870115e-05,2.8729348833529024e-05,2.1382417263923408e-05,1.5680928462299254e-09,4.376735124211221e-05,5.29022524321966e-06,1.0389322605617237e-07,9.802188035872794e-07,1.5350426828791276e-07,3.5643900201412905e-07,2.30089559592653e-05,4.0585825639479316e-05,2.5840800778627822e-08,2.393390917275261e-06,4.625353815672299e-05,8.730150169300961e-05,5.060860673325358e-05,0.00013290475241061974,3.2484385183675946e-05,3.69174827055443e-05
154.445210494638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5740099575471844e-05,6.949077774195337e-05,6.428130809923111e-05,5.0478439930192515e-05,3.7984598697565144e-05,7.444735116337426e-09,7.329717928111399e-05,1.0680053765137971e-05,3.17728414375828e-07,2.3180260101840143e-06,4.522360871954065e-07,9.446237163330017e-07,4.052670029614297e-05,6.83328595752439e-05,9.151551508842461e-08,5.230687871938555e-06,7.723593510946198e-05,0.00013871322841715007,8.365710863425495e-05,0.0002051765250983546,5.599848909970549e-05,6.266472004970692e-05
160.67035679245845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.197794016296562e-05,0.00011370472191155996,0.00010588864697783387,8.578546510424977e-05,6.535589374995906e-05,3.1995412739128224e-08,0.0001193182235257353,2.0686982617290596e-05,9.037230959094263e-07,5.205873314774626e-06,1.2435365530059705e-06,2.3550449654655253e-06,6.918019796581122e-05,0.00011176989438790982,2.979810159393447e-07,1.0912065555831108e-05,0.0001253600591249107,0.00021490038754292458,0.00013453969378557427,0.000309454104848574,9.355481587074609e-05,0.00010327115156681239
167.14641696650168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010395765967458049,0.00018088468063423208,0.00016948389680276248,0.00014107353119815634,0.0001089562976666706,1.2455283738301645e-07,0.00018886965102369194,3.8465749568092496e-05,2.3925657146923174e-06,1.111034504233431e-05,3.193776179489526e-06,5.5271135008470815e-06,0.00011449411113362421,0.00017767264573336273,8.929394374701657e-07,2.1740845524945023e-05,0.00019784230674598614,0.0003247307223252508,0.0002105802693599541,0.00045611511038057755,0.00015154194290158292,0.0001652974388512819
173.88350447760385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016874609830382236,0.0002798743706071675,0.0002636893176223851,0.00022460343424092778,0.00017607171411572416,4.394990018099792e-07,0.000290816556272592,6.87001765823694e-05,5.901150713601518e-06,2.2549042683679505e-05,7.667419054096363e-06,1.2220549562782202e-05,0.00018379159843532936,0.0002745942840506522,2.465485938480891e-06,4.1391562174094776e-05,0.00030371591033519804,0.0004787753968507556,0.000320898738908222,0.0006572044582918257,0.00023811223350383464,0.0002570782865726382
180.89214042483763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002652219280831973,0.000421349779896358,0.0003989581433810145,0.00034638689230623873,0.00027592603843083416,1.4069123485497792e-06,0.00043576924644573846,0.00011793106132765508,1.3574241609641142e-05,4.355470185615871e-05,1.722217407830549e-05,2.5477684537147713e-05,0.00028629049795051207,0.0004127886699480308,6.280900145466715e-06,7.535073884796656e-05,0.000453718885153722,0.0006890178404781663,0.00047629798846099273,0.0009260260060332215,0.00036310809334841814,0.00038866342443438556
