grain_size,T1-A_interpolated,T1-B_interpolated,T1-C_interpolated,T1-D_interpolated,T2-A_interpolated,T2-B_interpolated,T3-C_interpolated,T3-D_interpolated,T5-A_interpolated,T5-B_interpolated,T5-C_interpolated,T5-D_interpolated,T6-A_interpolated,T6-B_interpolated,T6-C_interpolated,T6-D_interpolated,T7-A_interpolated,T7-B_interpolated,T7-C_interpolated,T7-D_interpolated,T8-A_interpolated,T8-C_interpolated,T8-D_interpolated,T1-A_interpolated_kde,T1-B_interpolated_kde,T1-C_interpolated_kde,T1-D_interpolated_kde,T2-A_interpolated_kde,T2-B_interpolated_kde,T3-C_interpolated_kde,T3-D_interpolated_kde,T5-A_interpolated_kde,T5-B_interpolated_kde,T5-C_interpolated_kde,T5-D_interpolated_kde,T6-A_interpolated_kde,T6-B_interpolated_kde,T6-C_interpolated_kde,T6-D_interpolated_kde,T7-A_interpolated_kde,T7-B_interpolated_kde,T7-C_interpolated_kde,T7-D_interpolated_kde,T8-A_interpolated_kde,T8-C_interpolated_kde,T8-D_interpolated_kde
0.37,1.4115684949984949e-05,2.854608527514722e-05,1.4994377516501864e-05,2.5769254319716694e-05,1.1590076811517154e-05,1.0924598314962803e-05,2.6779196436984963e-05,9.594605337061327e-06,2.7134984939687994e-05,1.7662273447323e-05,2.09554610457423e-05,4.840257681508963e-05,1.4596455881396297e-05,1.1138822868921755e-05,3.268961643869421e-05,1.2339493316927208e-05,5.567139959234222e-06,1.3429647085259e-05,3.0296204537644403e-05,2.09098519791019e-05,3.2100777978743785e-05,1.6063791892565423e-05,1.5613274100397952e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.107972912420564e-293,0.0,0.0,1.0791269767680769e-209,0.0,0.0,8.3706099874e-314,0.0,0.0,0.0,3.2775030168238167e-200,0.0,1.9790244946884937e-221,0.0,0.0
0.4073114850845866,1.4504732350710983e-05,2.9435103087981363e-05,1.54022456546925e-05,2.658960443960655e-05,1.1955059238504687e-05,1.1203555306327215e-05,2.7667620217469174e-05,9.881968160215466e-06,2.8005413404684156e-05,1.8212612309738097e-05,2.1515635337031686e-05,4.997246464758294e-05,1.5070344907404915e-05,1.1509467154509999e-05,3.3623099808021975e-05,1.2750977402346602e-05,5.694815439587723e-06,1.3813777534272025e-05,3.10103581344489e-05,2.1389470200951503e-05,3.3090745287274735e-05,1.648503333166767e-05,1.6015473523529085e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.428643937530773e-281,0.0,0.0,8.574611750428533e-200,0.0,0.0,1.7282006126078518e-300,0.0,0.0,0.0,3.3363556596656185e-191,0.0,1.1373442151458761e-211,0.0,0.0
0.4483855294103011,1.5003723482782416e-05,3.058326945188268e-05,1.5895135481573944e-05,2.761172980938807e-05,1.245286692611512e-05,1.1618975663703804e-05,2.8866341038928252e-05,1.024281845828811e-05,2.9159960976808037e-05,1.889705350179578e-05,2.227591787328042e-05,5.205439477524666e-05,1.5723052409950503e-05,1.1990244259544847e-05,3.498036574239073e-05,1.325911591861317e-05,5.8313443535107836e-06,1.4307199332304046e-05,3.190289682236768e-05,2.2020236283757147e-05,3.4292503748431847e-05,1.6997341138732578e-05,1.6565749959456256e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8629702326159786e-269,0.0,0.0,3.8806853536748427e-190,0.0,0.0,1.8188522471351907e-287,0.0,0.0,0.0,2.084754937836079e-182,0.0,3.899219795151557e-202,0.0,0.0
0.4936015564176981,1.566557758635404e-05,3.2138578949406654e-05,1.6545338684547226e-05,2.8989418471219516e-05,1.3129615523973019e-05,1.2165996879635309e-05,3.0509698951465843e-05,1.0719025174596332e-05,3.067562898061692e-05,1.980608076952902e-05,2.3298884002636483e-05,5.485363235728209e-05,1.660000478380849e-05,1.2635299824867303e-05,3.678035660723511e-05,1.3934685527613114e-05,6.0052085224507705e-06,1.4957979338276643e-05,3.3060217692185904e-05,2.285562492631702e-05,3.59010037296326e-05,1.7657301939707148e-05,1.7311329807722843e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.161511110375522e-258,0.0,0.0,1.000355697084894e-180,0.0,0.0,9.758136883077423e-275,0.0,0.0,0.0,7.996337413970813e-174,0.0,7.974593427083272e-193,0.0,0.0
0.5433772513096108,1.6541690513885264e-05,3.4243404556534896e-05,1.7422607784017146e-05,3.087138404649487e-05,1.402991910152322e-05,1.284129146063479e-05,3.272828140489394e-05,1.13512577255797e-05,3.262924139129801e-05,2.1027561762088402e-05,2.4645580276539823e-05,5.856900351115793e-05,1.774574132597819e-05,1.3497024400526382e-05,3.904395223113978e-05,1.484643866792314e-05,6.243948016647891e-06,1.5812791329246085e-05,3.456577915919928e-05,2.394720961184019e-05,3.810548832232779e-05,1.8520078396047607e-05,1.8297968356368295e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.46092433e-316,0.0,1.0061966909195503e-246,0.0,0.0,1.4687656922396216e-171,0.0,0.0,2.668717537535314e-262,0.0,0.0,0.0,1.882697914179933e-165,0.0,9.729363388233203e-184,0.0,0.0
0.5981724194381032,1.7640342759635233e-05,3.688101491761424e-05,1.8524831063263702e-05,3.326272243567273e-05,1.5155893572611427e-05,1.3684976321604906e-05,3.554646867257852e-05,1.2146236171810705e-05,3.509260279098364e-05,2.2575322599659635e-05,2.6333784800792126e-05,6.321709473693606e-05,1.9179694436185453e-05,1.457813545046141e-05,4.1846867083909276e-05,1.6005837625828646e-05,6.54844919189044e-06,1.68788816772768e-05,3.6419868396906255e-05,2.5292755071246492e-05,4.09336716464536e-05,1.9600531715239867e-05,1.9529785071088026e-05,0.0,5.52834986e-315,0.0,0.0,0.0,0.0,1.7921499734745351e-301,0.0,7.940566306818802e-236,0.0,0.0,1.2282948784849572e-162,0.0,0.0,3.7205276122374484e-250,0.0,0.0,0.0,2.7209690485833855e-157,0.0,7.081175183916098e-175,0.0,0.0
0.6584932337783082,1.8932157521775393e-05,3.9902931115565427e-05,1.9788663771260962e-05,3.604309026025086e-05,1.6471933303183752e-05,1.4775550223048393e-05,3.8893037621818816e-05,1.3081046909655479e-05,3.8132133843563315e-05,2.439555420115057e-05,2.8344475074111115e-05,6.864414355795075e-05,2.0892536848578398e-05,1.5836816698865527e-05,4.531501493480016e-05,1.7371221413007998e-05,6.89706562826532e-06,1.812794273316777e-05,3.855978850810099e-05,2.6848984614776597e-05,4.4263178813749546e-05,2.0878832579292495e-05,2.097902828719954e-05,0.0,5.253476397905953e-300,0.0,4.705891246e-315,0.0,0.0,1.7468256455824726e-287,0.0,3.519738881620219e-225,0.0,0.0,5.850659372155679e-154,0.0,0.0,2.6440683232107517e-238,0.0,0.0,0.0,2.4139039878480855e-149,1.81340807e-316,3.0744773172381546e-166,0.0,0.0
0.7248969107253906,2.0463698073462097e-05,4.34948636111221e-05,2.1288807245753438e-05,3.9345068518412275e-05,1.8012770148957526e-05,1.6118271564187266e-05,4.286255837237733e-05,1.4192703779902749e-05,4.181561405376147e-05,2.654266121593152e-05,3.074225085257049e-05,7.493372857843593e-05,2.2868060806532646e-05,1.7310142914289844e-05,4.9494990626395805e-05,1.897874715534911e-05,7.320683160473774e-06,1.9592748594665438e-05,4.1141588369682014e-05,2.871195134744133e-05,4.818874013991039e-05,2.24099468890805e-05,2.2724895584821596e-05,0.0,2.1304657820430064e-285,0.0,4.5072278997294356e-300,0.0,0.0,7.835080052042882e-274,0.0,8.763140847257409e-215,0.0,0.0,1.5873000825563468e-145,0.0,0.0,9.578710179183475e-227,0.0,0.0,0.0,1.3145279164097687e-141,1.9601897937252444e-302,7.963102175927796e-158,0.0,0.0
0.7979968574075348,2.2317894486869973e-05,4.790915384643601e-05,2.3149173416076487e-05,4.337102578257878e-05,1.9840686188083262e-05,1.7713742887723696e-05,4.757519683027674e-05,1.5537143964788797e-05,4.6208325014900513e-05,2.9116882455131324e-05,3.3641937653346086e-05,8.227261504093172e-05,2.5103757472097487e-05,1.905883368212505e-05,5.442385098499048e-05,2.0889597525236107e-05,7.873116718795601e-06,2.1336151919975176e-05,4.441082574706272e-05,3.104005866238923e-05,5.289522190871041e-05,2.4293860089323594e-05,2.4876539515663604e-05,0.0,3.6870485223254845e-271,0.0,1.8419138223284327e-285,0.0,0.0,1.6171711556359534e-260,0.0,1.2254610593821741e-204,0.0,0.0,2.452817949418056e-137,0.0,0.0,1.7689176356134523e-215,0.0,0.0,0.0,4.394131671356376e-134,1.0080557505703558e-288,1.2303773394208415e-149,0.0,0.0
0.8784683380635029,2.458573828275081e-05,5.312416065537296e-05,2.5450313775655935e-05,4.8177159213791344e-05,2.2005349197549186e-05,1.966186423894533e-05,5.2994086978164405e-05,1.714486185205256e-05,5.137610910254786e-05,3.220865429852431e-05,3.7201888954194176e-05,9.083756996418042e-05,2.7655539215425866e-05,2.1105216412732595e-05,6.024146417038155e-05,2.3132369319446513e-05,8.604808670158893e-06,2.343046639365948e-05,4.858541980614884e-05,3.39916964430037e-05,5.853933933479524e-05,2.666834815667089e-05,2.7486254658988335e-05,0.0,2.7230753245518365e-257,0.0,3.2115985508860444e-271,0.0,0.0,1.5359858138427475e-247,0.0,9.625640028061245e-195,0.0,0.0,2.1588558500146094e-129,0.0,0.0,1.6652307009067745e-204,0.0,0.0,0.0,9.016329037899392e-127,2.4663506852051578e-275,1.134068794548836e-141,0.0,0.0
