grain_size,T1-A_interpolated,T1-B_interpolated,T1-C_interpolated,T1-D_interpolated,T2-A_interpolated,T2-B_interpolated,T3-C_interpolated,T3-D_interpolated,T5-A_interpolated,T5-B_interpolated,T5-C_interpolated,T5-D_interpolated,T6-A_interpolated,T6-B_interpolated,T6-C_interpolated,T6-D_interpolated,T7-A_interpolated,T7-B_interpolated,T7-C_interpolated,T7-D_interpolated,T8-A_interpolated,T8-C_interpolated,T8-D_interpolated,T1-A_interpolated_kde,T1-B_interpolated_kde,T1-C_interpolated_kde,T1-D_interpolated_kde,T2-A_interpolated_kde,T2-B_interpolated_kde,T3-C_interpolated_kde,T3-D_interpolated_kde,T5-A_interpolated_kde,T5-B_interpolated_kde,T5-C_interpolated_kde,T5-D_interpolated_kde,T6-A_interpolated_kde,T6-B_interpolated_kde,T6-C_interpolated_kde,T6-D_interpolated_kde,T7-A_interpolated_kde,T7-B_interpolated_kde,T7-C_interpolated_kde,T7-D_interpolated_kde,T8-A_interpolated_kde,T8-C_interpolated_kde,T8-D_interpolated_kde
100.00000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.969097529525047e-19,1.2860770916252984e-12,1.4469617171273056e-17,1.3188917094661213e-13,3.996007939756853e-18,1.9690975295250472e-19,2.5878854985585582e-15,4.364880117351593e-21,9.654553767655058e-18,1.9388046057801035e-19,1.6747767759355376e-18,3.423139112346029e-14,1.1807355423936634e-24,1.0613915753789648e-24,2.497362882293614e-16,1.5729766591509133e-20,2.0675109380503074e-25,8.323619180900183e-20,5.132175945945333e-17,1.8962823513897574e-17,7.748949176057335e-17,3.4216265435406513e-15,1.1069662296465597e-16
104.0306502726005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9105087072601197e-18,6.093364922524694e-12,1.5453077232527865e-16,7.329450476500697e-13,4.6622136529349665e-17,2.91050870726012e-18,1.855391753579611e-14,8.698507844014442e-20,1.0639543027796525e-16,2.8687931642169967e-18,2.091902175220676e-17,2.1204725733101204e-13,3.9113239463924356e-23,3.5439607345172604e-23,2.139765028393965e-15,2.833971924709159e-19,7.81373393514685e-24,1.3163324025791333e-18,4.968268311370791e-16,1.983027427909724e-16,7.268895374464936e-16,2.400612169156629e-14,1.0102973398402387e-15
108.22376196140101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.859713975088523e-17,2.7123228603378663e-11,1.5019342285149792e-15,3.797862430737424e-12,4.928697658985489e-16,3.859713975088524e-17,1.2313080079423262e-13,1.5358084317054422e-18,1.0656759023508561e-15,3.808286894570585e-17,2.360808031236775e-16,1.218812975824112e-12,1.1303352111113616e-21,1.0319962384181628e-21,1.6839558770211014e-14,4.542617768295809e-18,2.562798898786995e-22,1.8624330506166725e-17,4.395230129372517e-15,1.8889129296935003e-15,6.239309792322842e-15,1.5604308277755613e-13,8.446998409056236e-15
112.58588331791668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.593010658761981e-16,1.1345188727257965e-10,1.3287465448511162e-14,1.8354003097610647e-11,4.721975036948998e-15,4.593010658761981e-16,7.565339028517473e-13,2.402697887242232e-17,9.703231924078418e-15,4.536248630413277e-16,2.407631181805529e-15,6.502036525221308e-12,2.8499887209410935e-20,2.6210982428344486e-20,1.2174630776056915e-13,6.478991950035688e-17,7.295489378197874e-21,2.3579121484472536e-16,3.553960239709013e-14,1.6391913964935454e-14,4.901491367837138e-14,9.399176814699553e-13,6.471050359442799e-14
117.12382653077992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.90545753714065e-15,4.460364115937992e-10,1.0702237814244491e-13,8.275252661986131e-11,4.100686581040223e-14,4.905457537140652e-15,4.304478195092892e-12,3.331109097992728e-16,8.033100285860988e-14,4.849359876223732e-15,2.219302604054756e-14,3.220309169322598e-11,6.270152077449251e-19,5.806989190140393e-19,8.087813267675029e-13,8.22358530374665e-16,1.8027010885910634e-19,2.67170525717204e-15,2.627174169895191e-13,1.2961864799396886e-13,3.5247973861674934e-13,5.247557200779196e-12,4.54314589537895e-13
121.84467836412288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7032630393350195e-14,1.6486583134912788e-09,7.849537303429771e-13,3.4821311458796417e-10,3.2287586780056803e-13,4.70326303933502e-14,2.2685787163873497e-11,4.0932949053196044e-15,6.048140235776578e-13,4.653613087488939e-14,1.8494475511282536e-13,1.4812494808945016e-10,1.203833434070481e-17,1.1223686874681523e-17,4.938071365258183e-12,9.29051736615476e-15,3.86701190414086e-18,2.709941164164644e-14,1.7758762197958787e-12,9.341590085664979e-13,2.3208980812275925e-12,2.7161688169960298e-11,2.923812669895457e-12
126.75581122475545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0492226894197406e-13,5.730854129511001e-09,5.243939930659908e-12,1.3680406753673335e-09,2.3055952994077685e-12,4.049222689419741e-13,1.1077752532723709e-10,4.458918584494492e-14,4.142287635935444e-12,4.0098614343958355e-13,1.3937506007013473e-12,6.330084985601324e-10,2.0173051402506198e-16,1.8927806027956688e-16,2.771711025976902e-11,9.343910984291241e-14,7.202313924315522e-17,2.461246089406112e-13,1.0979920251027172e-11,6.1375684717637306e-12,1.399615150180673e-11,1.303800124229998e-10,1.7253117767089503e-11
131.86489467542296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1313522029273357e-12,1.8740366594798793e-08,3.191802148658624e-11,5.020473594765852e-09,1.493627713854285e-11,3.131352202927336e-12,5.013618974130285e-10,4.306746624773995e-13,2.58142532693296e-11,3.1033938152874362e-12,9.50132864268063e-12,2.5144007087523382e-09,2.9509916882776066e-15,2.785604680291573e-15,1.4306424517794256e-10,8.368128176482611e-13,1.1648942191995017e-15,2.00220206366769e-12,6.21124428162348e-11,3.6771726562201434e-11,7.732528404722087e-11,5.805724576869947e-10,9.337700859536172e-11
137.17990741212222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.175902092314459e-11,5.7672122047181046e-08,1.7705768060227285e-10,1.7219174673060783e-08,8.781762637920904e-11,2.1759020923144596e-11,2.1038095032268608e-09,3.689259132548467e-12,1.464254613915414e-10,2.1581028699095278e-11,5.861411924938954e-11,9.288043796402869e-09,3.7691451893370705e-14,3.5783300369761667e-14,6.792856316861758e-10,6.675115067327827e-12,1.6364586870853944e-14,1.4594076109311632e-11,3.2158733153017357e-10,2.00959804624816e-10,3.915092034200095e-10,2.399084002808908e-09,4.6367453489887335e-10
142.70914972418197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.359195482397743e-10,1.6709449555691132e-07,8.954647544243675e-10,5.522859664568127e-08,4.688123682471557e-10,1.3591954823977433e-10,8.188210896876686e-09,2.8036590431942892e-11,7.562522367546898e-10,1.3490345633380853e-10,3.273627680907417e-10,3.192509458427142e-08,4.204352232430456e-13,4.013153874262743e-13,2.9680959047484734e-09,4.744209388111252e-11,1.9972371012842613e-13,9.535606832970715e-11,1.524505299244504e-09,1.0021566554010265e-09,1.8173470452433662e-09,9.203412631068302e-09,2.1132677408136136e-09
148.46125645656537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.636276290417937e-10,4.560046786183717e-07,4.1306039039448105e-09,1.6576669010439558e-07,2.2736726698340404e-09,7.636276290417938e-10,2.95728098831149e-08,1.890851636850119e-10,3.5578467914225737e-09,7.584233423419043e-10,1.6561102990976358e-09,1.0217580677485354e-07,4.0969277947153155e-12,3.930586368744177e-12,1.193981940963858e-08,3.005504553245016e-10,2.1182691325477924e-12,5.587852440699485e-10,6.620060838302479e-09,4.5621438966752486e-09,7.737513379457423e-09,3.2791301219320824e-08,8.844127253002733e-09
154.445210494638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.861008985128762e-09,1.1727812264271093e-06,1.7386533357446384e-08,4.659601128676445e-07,1.0024072249023048e-08,3.861008985128762e-09,9.915970886595522e-08,1.1321808077524816e-09,1.5253957784903714e-08,3.8370753659547696e-09,7.593559670360005e-09,3.0472116729681717e-07,3.4887109371193365e-11,3.363097352146849e-11,4.4241583150665624e-08,1.697973580120403e-09,1.953006201572155e-11,2.9385255553131933e-09,2.634635127093547e-08,1.8967565035656082e-08,3.0231073258378495e-08,1.0856529480782033e-07,3.4004334514695843e-08
160.67035679245845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7581237522893122e-08,2.8442392482848126e-06,6.681629911439882e-08,1.2277151494391414e-06,4.020445879522919e-08,1.7581237522893125e-08,3.0886145199400036e-07,6.021681866833113e-09,5.963338293800043e-08,1.7482317791293285e-08,3.157968222942403e-08,8.475634964570741e-07,2.597116960081704e-10,2.514806011179063e-10,1.5108779347784961e-07,8.559805819966244e-09,1.5659196069625022e-10,1.3877588952492483e-08,9.615266113777678e-08,7.206064237392147e-08,1.0845493475269546e-07,3.3418777032835895e-07,1.2018374220596326e-07
167.14641696650168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.215950961037312e-08,6.5089891068330086e-06,2.3458345163076524e-07,3.0350701869236102e-06,1.4682658943159856e-07,7.215950961037313e-08,8.942480728707666e-07,2.846620123107648e-08,2.1270858503825508e-07,7.179163638026865e-08,1.192179867362343e-07,2.2008165562600633e-06,1.6910040571639903e-09,1.6442176843491342e-09,4.758687369276453e-07,3.853335535393522e-08,1.09241091834524e-09,5.890721947010237e-08,3.2201954905621903e-07,2.5032439593038564e-07,3.575065220909713e-07,9.570501381913876e-07,3.9073509392427103e-07
