Date_Time,P2,P3,P4,P6
3/1/2023 0:00,0.165322,0.201357183,0.091248207,0.076138308
3/1/2023 0:15,0.167071,0.204249066,0.09299761,0.077384396
3/1/2023 0:30,0.168831,0.207147123,0.097666015,0.078551549
3/1/2023 0:45,0.168831,0.207147123,0.09416721,0.079639768
3/1/2023 1:00,0.167081,0.204265566,0.09416721,0.080649052
3/1/2023 1:15,0.168821,0.20713069,0.096496414,0.081579401
3/1/2023 1:30,0.16999,0.209049099,0.097666015,0.082396483
3/1/2023 1:45,0.16999,0.209049099,0.099415417,0.082877466
3/1/2023 2:00,0.173489,0.214760778,0.10116482,0.083101049
3/1/2023 2:15,0.17058,0.210015374,0.10116482,0.083514413
3/1/2023 2:30,0.17174,0.21191139,0.099415417,0.084436469
3/1/2023 2:45,0.16999,0.209049099,0.098825619,0.084528632
3/1/2023 3:00,0.17174,0.21191139,0.099405421,0.084959524
3/1/2023 3:15,0.17174,0.21191139,0.100575021,0.085699354
3/1/2023 3:30,0.173489,0.214760778,0.099405421,0.086614159
3/1/2023 3:45,0.17057,0.209999007,0.099405421,0.087384476
3/1/2023 4:00,0.17174,0.21191139,0.102324423,0.088326783
3/1/2023 4:15,0.174659,0.216660712,0.102324423,0.088481797
3/1/2023 4:30,0.17116,0.210964005,0.101744622,0.087683597
3/1/2023 4:45,0.17116,0.210964005,0.101744622,0.08702227
3/1/2023 5:00,0.172909,0.213817104,0.101744622,0.086900604
3/1/2023 5:15,0.172909,0.213817104,0.099995219,0.086647075
3/1/2023 5:30,0.172899,0.213800823,0.099405421,0.086896562
3/1/2023 5:45,0.174649,0.216644494,0.102904225,0.087343033
3/1/2023 6:00,0.176398,0.219475645,0.102904225,0.088341077
3/1/2023 6:15,0.174069,0.215703239,0.101154823,0.089206096
3/1/2023 6:30,0.172899,0.213800823,0.101154823,0.090009438
3/1/2023 6:45,0.172899,0.213800823,0.101154823,0.090863923
3/1/2023 7:00,0.172899,0.213800823,0.102904225,0.091423853
3/1/2023 7:15,0.172899,0.213800823,0.101744622,0.092630706
3/1/2023 7:30,0.175818,0.218537978,0.102914222,0.094153473
3/1/2023 7:45,0.174069,0.215703239,0.10116482,0.096973091
3/1/2023 8:00,0.175818,0.218537978,0.10116482,0.099987124
3/1/2023 8:15,0.172899,0.213800823,0.099995219,0.103142981
3/1/2023 8:30,0.168241,0.206176943,0.097086213,0.105518517
3/1/2023 8:45,0.17115,0.21094766,0.097656018,0.106243364
3/1/2023 9:00,0.168241,0.206176943,0.09533681,0.105639977
3/1/2023 9:15,0.168241,0.206176943,0.093587408,0.103077298
3/1/2023 9:30,0.163573,0.198453145,0.090668405,0.099492098
3/1/2023 9:45,0.165902,0.202317518,0.092407811,0.094408494
3/1/2023 10:00,0.168821,0.20713069,0.092407811,0.089425075
3/1/2023 10:15,0.167071,0.204249066,0.092407811,0.086169028
3/1/2023 10:30,0.167071,0.204249066,0.091248207,0.084097844
3/1/2023 10:45,0.165322,0.201357183,0.090658409,0.083646135
3/1/2023 11:00,0.164152,0.199415878,0.087749402,0.083524207
3/1/2023 11:15,0.167071,0.204249066,0.093577412,0.083115247
3/1/2023 11:30,0.165322,0.201357183,0.091828009,0.082765776
3/1/2023 11:45,0.162403,0.196503562,0.089498805,0.082025597
