Date_Time,P2,P3,P4,P6
3/1/2022 0:00,0.120851999,0.119391084,0.088165499,0.063466422
3/1/2022 0:15,0.119627227,0.11917013,0.086614354,0.064888
3/1/2022 0:30,0.118516038,0.118957563,0.085343886,0.066246598
3/1/2022 0:45,0.117518431,0.118753381,0.084354094,0.067542216
3/1/2022 1:00,0.116634406,0.118557585,0.083644978,0.068774855
3/1/2022 1:15,0.115863964,0.118370176,0.083216539,0.069944513
3/1/2022 1:30,0.115207104,0.118191152,0.083068776,0.071051192
3/1/2022 1:45,0.114663826,0.118020515,0.08320169,0.072094891
3/1/2022 2:00,0.114234131,0.117858263,0.08361528,0.07307561
3/1/2022 2:15,0.113918018,0.117704398,0.084309546,0.07399335
3/1/2022 2:30,0.113715487,0.117558919,0.085284488,0.074848109
3/1/2022 2:45,0.113626538,0.117421825,0.086540107,0.075639889
3/1/2022 3:00,0.113651172,0.117293118,0.088076402,0.076368689
3/1/2022 3:15,0.113789388,0.117172797,0.089893374,0.077034509
3/1/2022 3:30,0.114041187,0.117060862,0.091991021,0.077637349
3/1/2022 3:45,0.114447993,0.116813894,0.096437566,0.078539483
3/1/2022 4:00,0.114757778,0.116618237,0.100010041,0.078955151
3/1/2022 4:15,0.114999589,0.116424146,0.103769602,0.07946595
3/1/2022 4:30,0.116670689,0.116434209,0.107860096,0.080011949
3/1/2022 4:45,0.118007092,0.116393676,0.111841491,0.080374874
3/1/2022 5:00,0.119202683,0.1162882,0.115788704,0.080647263
3/1/2022 5:15,0.120485175,0.116230524,0.119751059,0.080750397
3/1/2022 5:30,0.121855022,0.116058867,0.123480695,0.080733874
3/1/2022 5:45,0.123322825,0.116002279,0.127079705,0.080618187
3/1/2022 6:00,0.124918447,0.115987947,0.13084153,0.080577452
3/1/2022 6:15,0.127390955,0.116098414,0.134820758,0.081122709
3/1/2022 6:30,0.129380483,0.116227751,0.13826866,0.0810113
3/1/2022 6:45,0.130704443,0.116590225,0.141134545,0.080506185
