Date_Time,P2,P3,P4,P6
7/1/2021 0:00,0.125793689,0.158514897,0.109974496,0.048645494
7/1/2021 0:15,0.125793689,0.158514897,0.109974496,0.048645494
7/1/2021 0:30,0.125793689,0.158514897,0.109974496,0.048645494
7/1/2021 0:45,0.125808361,0.158594883,0.110047656,0.048667064
7/1/2021 1:00,0.125823034,0.158674868,0.110120816,0.048688634
7/1/2021 1:15,0.12577168,0.158394919,0.109864755,0.048613138
7/1/2021 1:30,0.125720326,0.158114969,0.109608694,0.048537643
7/1/2021 1:45,0.125734999,0.158194955,0.109681855,0.048559213
7/1/2021 2:00,0.125749671,0.158274941,0.109755015,0.048580783
7/1/2021 2:15,0.125786353,0.158474905,0.109937916,0.048634709
7/1/2021 2:30,0.125823034,0.158674868,0.110120816,0.048688634
7/1/2021 2:45,0.125845042,0.158794847,0.110230557,0.048720989
7/1/2021 3:00,0.125867051,0.158914825,0.110340297,0.048753345
7/1/2021 3:15,0.12583037,0.158714861,0.110157396,0.048699419
7/1/2021 3:30,0.125793689,0.158514897,0.109974496,0.048645494
7/1/2021 3:45,0.12583037,0.158714861,0.110157396,0.048699419
7/1/2021 4:00,0.125867051,0.158914825,0.110340297,0.048753345
7/1/2021 4:15,0.12588906,0.159034804,0.110450038,0.0487857
7/1/2021 4:30,0.125911068,0.159154782,0.110559778,0.048818055
7/1/2021 4:45,0.125874387,0.158954818,0.110376877,0.04876413
7/1/2021 5:00,0.125837706,0.158754854,0.110193977,0.048710204
7/1/2021 5:15,0.125852379,0.15883484,0.110267137,0.048731774
7/1/2021 5:30,0.125867051,0.158914825,0.110340297,0.048753345
7/1/2021 5:45,0.125881724,0.158994811,0.110413457,0.048774915
7/1/2021 6:00,0.125896396,0.159074796,0.110486618,0.048796485
7/1/2021 6:15,0.125918405,0.159194775,0.110596358,0.04882884
7/1/2021 6:30,0.125940413,0.159314753,0.110706099,0.048861195
7/1/2021 6:45,0.125940413,0.159314753,0.110706099,0.048861195
7/1/2021 7:00,0.125940413,0.159314753,0.110706099,0.048861195
7/1/2021 7:15,0.125925741,0.159234767,0.110632938,0.048839625
7/1/2021 7:30,0.125911068,0.159154782,0.110559778,0.048818055
7/1/2021 7:45,0.125925741,0.159234767,0.110632938,0.048839625
7/1/2021 8:00,0.125940413,0.159314753,0.110706099,0.048861195
7/1/2021 8:15,0.125940413,0.159314753,0.110706099,0.048861195
7/1/2021 8:30,0.125940413,0.159314753,0.110706099,0.048861195
7/1/2021 8:45,0.125925741,0.159234767,0.110632938,0.048839625
7/1/2021 9:00,0.125911068,0.159154782,0.110559778,0.048818055
7/1/2021 9:15,0.12588906,0.159034804,0.110450038,0.0487857
7/1/2021 9:30,0.125867051,0.158914825,0.110340297,0.048753345
7/1/2021 9:45,0.125852379,0.15883484,0.110267137,0.048731774
7/1/2021 10:00,0.125837706,0.158754854,0.110193977,0.048710204
7/1/2021 10:15,0.12583037,0.158714861,0.110157396,0.048699419
7/1/2021 10:30,0.125823034,0.158674868,0.110120816,0.048688634
7/1/2021 10:45,0.12577168,0.158394919,0.109864755,0.048613138
7/1/2021 11:00,0.125720326,0.158114969,0.109608694,0.048537643
7/1/2021 11:15,0.125698318,0.157994991,0.109498954,0.048505287
7/1/2021 11:30,0.125676309,0.157875013,0.109389213,0.048472932
7/1/2021 11:45,0.125624955,0.157595063,0.109133152,0.048397436
7/1/2021 12:00,0.125573602,0.157315114,0.108877091,0.048321941
7/1/2021 12:15,0.125536921,0.15711515,0.108694191,0.048268015
7/1/2021 12:30,0.125500239,0.156915186,0.10851129,0.04821409
7/1/2021 12:45,0.125463558,0.156715222,0.108328389,0.048160164
7/1/2021 13:00,0.125426877,0.156515258,0.108145488,0.048106239
7/1/2021 13:15,0.126021112,0.159754674,0.11110848,0.048979831
7/1/2021 13:30,0.126615347,0.162994089,0.114071472,0.049853424
7/1/2021 13:45,0.130217438,0.182630547,0.132032323,0.055148904
7/1/2021 14:00,0.133819528,0.202267004,0.149993174,0.060444383
7/1/2021 14:15,0.13769306,0.223383195,0.16930749,0.066138911
7/1/2021 14:30,0.141566591,0.244499386,0.188621806,0.071833439
7/1/2021 14:45,0.139424411,0.232821492,0.177940404,0.068684193
7/1/2021 15:00,0.137282231,0.221143599,0.167259002,0.065534946
7/1/2021 15:15,0.136922755,0.219183953,0.165466575,0.065006477
7/1/2021 15:30,0.13656328,0.217224306,0.163674148,0.064478007
7/1/2021 15:45,0.137370266,0.221623513,0.167697964,0.065664367
7/1/2021 16:00,0.138177251,0.226022719,0.17172178,0.066850727
7/1/2021 16:15,0.137861793,0.224303029,0.170148833,0.066386968
7/1/2021 16:30,0.137546335,0.222583339,0.168575887,0.06592321
7/1/2021 16:45,0.136974109,0.219463902,0.165722636,0.065081972
7/1/2021 17:00,0.136401883,0.216344465,0.162869385,0.064240735
7/1/2021 17:15,0.135873674,0.213464984,0.160235614,0.063464209
7/1/2021 17:30,0.135345465,0.210585504,0.157601844,0.062687682
7/1/2021 17:45,0.134795248,0.207586045,0.154858333,0.0618788
7/1/2021 18:00,0.13424503,0.204586586,0.152114822,0.061069919
7/1/2021 18:15,0.133782847,0.202067041,0.149810273,0.060390458
7/1/2021 18:30,0.133320665,0.199547495,0.147505724,0.059710997
7/1/2021 18:45,0.133005207,0.197827805,0.145932778,0.059247238
7/1/2021 19:00,0.132689748,0.196108116,0.144359832,0.058783479
7/1/2021 19:15,0.132344946,0.194228455,0.142640565,0.05827658
7/1/2021 19:30,0.132000143,0.192348794,0.140921298,0.057769681
7/1/2021 19:45,0.131670012,0.190549118,0.139275191,0.057284352
7/1/2021 20:00,0.131339881,0.188749443,0.137629085,0.056799022
7/1/2021 20:15,0.13103176,0.187069746,0.136092719,0.056346049
7/1/2021 20:30,0.130723638,0.185390049,0.134556353,0.055893075
7/1/2021 20:45,0.130481542,0.184070287,0.133349208,0.055537167
7/1/2021 21:00,0.130239446,0.182750525,0.132142063,0.055181259
7/1/2021 21:15,0.130100058,0.181990662,0.131447041,0.054976342
7/1/2021 21:30,0.12996067,0.181230799,0.130752018,0.054771425
7/1/2021 21:45,0.129828617,0.180510929,0.130093575,0.054577294
7/1/2021 22:00,0.129696565,0.179791059,0.129435133,0.054383162
7/1/2021 22:15,0.129571849,0.179111182,0.12881327,0.054199816
7/1/2021 22:30,0.129447133,0.178431304,0.128191408,0.054016469
7/1/2021 22:45,0.129293072,0.177591456,0.127423225,0.053789982
7/1/2021 23:00,0.129139011,0.176751607,0.126655042,0.053563495
7/1/2021 23:15,0.129050977,0.176271694,0.12621608,0.053434074
7/1/2021 23:30,0.128962942,0.175791781,0.125777118,0.053304653
7/1/2021 23:45,0.128889579,0.175391853,0.125411317,0.053196802
7/2/2021 0:00,0.128816217,0.174991925,0.125045515,0.053088951
7/2/2021 0:15,0.128728182,0.174512011,0.124606553,0.05295953
7/2/2021 0:30,0.128640147,0.174032098,0.124167592,0.052830109
7/2/2021 0:45,0.12859613,0.173792141,0.123948111,0.052765398
7/2/2021 1:00,0.128552113,0.173552185,0.12372863,0.052700688
7/2/2021 1:15,0.128471414,0.173112264,0.123326248,0.052582052
7/2/2021 1:30,0.128390716,0.172672343,0.122923867,0.052463416
7/2/2021 1:45,0.128317353,0.172272415,0.122558065,0.052355565
7/2/2021 2:00,0.128243991,0.171872488,0.122192264,0.052247714
7/2/2021 2:15,0.128177965,0.171512553,0.121863043,0.052150648
7/2/2021 2:30,0.128111939,0.171152617,0.121533821,0.052053582
7/2/2021 2:45,0.128111939,0.171152617,0.121533821,0.052053582
7/2/2021 3:00,0.128111939,0.171152617,0.121533821,0.052053582
7/2/2021 3:15,0.128067921,0.170912661,0.12131434,0.051988872
7/2/2021 3:30,0.128023904,0.170672704,0.12109486,0.051924161
7/2/2021 3:45,0.128001895,0.170552726,0.120985119,0.051891806
7/2/2021 4:00,0.127979886,0.170432747,0.120875379,0.051859451
7/2/2021 4:15,0.127928533,0.170152798,0.120619318,0.051783955
7/2/2021 4:30,0.127877179,0.169872848,0.120363257,0.051708459
