Date_Time,P2C,P3C,P4C,P4C original,P6C,P6C original
3/1/2023 8:30,2723.187241,,2733.05,2733.047086,2737.35,2737.349246
3/1/2023 8:45,2723.19015,,2733.05,2733.047656,2737.36,2737.355654
3/1/2023 9:00,2723.187241,,2733.05,2733.045337,2737.35,2737.352745
3/1/2023 9:15,2723.187241,,2733.04,2733.043587,2737.35,2737.349246
3/1/2023 9:30,2723.182573,,2733.04,2733.040668,2737.34,2737.342828
3/1/2023 9:45,2723.184902,,2733.04,2733.042408,2737.34,2737.33816
3/1/2023 10:00,2723.187821,,2733.04,2733.042408,2737.33,2737.334661
3/1/2023 10:15,2723.186071,,2733.04,2733.042408,2737.33,2737.330002
3/1/2023 10:30,2723.186071,,2733.04,2733.041248,2737.33,2737.330002
3/1/2023 10:45,2723.184322,,2733.04,2733.040658,2737.32,2737.324754
3/1/2023 11:00,2723.183152,,2733.04,2733.037749,2737.33,2737.329413
3/1/2023 11:15,2723.186071,,2733.04,2733.043577,2737.33,2737.329423
3/1/2023 11:30,2723.184322,,2733.04,2733.041828,2737.33,2737.329423
3/1/2023 11:45,2723.181403,,2733.04,2733.039499,2737.33,2737.329413
3/1/2023 12:00,2723.184902,,2733.04,2733.042408,2737.32,2737.324754
3/1/2023 12:15,2723.184322,,2733.04,2733.043577,2737.32,2737.322425
3/1/2023 12:30,2723.184322,,2733.04,2733.043577,2737.32,2737.324174
3/1/2023 12:45,2723.182573,,2733.04,2733.041828,2737.32,2737.324174
3/1/2023 13:00,2723.184322,,2733.04,2733.040668,2737.32,2737.324174
3/1/2023 13:15,2723.186071,,2733.04,2733.043577,2737.33,2737.325924
3/1/2023 13:30,2723.182573,,2733.04,2733.042418,2737.32,2737.320676
3/1/2023 13:45,2723.184322,,2733.04,2733.042418,2737.32,2737.324174
3/1/2023 14:00,2723.184332,,2733.04,2733.043587,2737.33,2737.327093
3/1/2023 14:15,2723.184332,,2733.04,2733.043587,2737.33,2737.327093
3/1/2023 14:30,2723.182573,,2733.04,2733.042998,2737.32,2737.324754
3/1/2023 14:45,2723.184322,,2733.04,2733.042998,2737.32,2737.323005
3/1/2023 15:00,2723.179664,,2733.04,2733.040089,2737.32,2737.320096
3/1/2023 15:15,2723.180823,,2733.04,2733.041248,2737.32,2737.324754
3/1/2023 15:30,2723.179074,,2733.04,2733.040079,2737.32,2737.324754
3/1/2023 15:45,2723.180823,,2733.04,2733.041248,2737.32,2737.318336
3/1/2023 16:00,2723.182583,,2733.04,2733.040089,2737.32,2737.321845
3/1/2023 16:15,2723.185492,,2733.04,2733.041248,2737.32,2737.321835
3/1/2023 16:30,2723.181413,,2733.04,2733.040089,2737.32,2737.316597
3/1/2023 16:45,2723.184332,,2733.04,2733.041838,2737.32,2737.320096
3/1/2023 17:00,2723.186081,,2733.04,2733.041838,2737.32,2737.318926
3/1/2023 17:15,2723.184332,,2733.04,2733.041838,2737.32,2737.320096
3/1/2023 17:30,2723.183742,,2733.04,2733.041248,2737.32,2737.321255
3/1/2023 17:45,2723.183742,,2733.04,2733.041248,2737.32,2737.318336
3/1/2023 18:00,2723.182583,,2733.04,2733.040089,2737.32,2737.320096
3/1/2023 18:15,2723.182583,,2733.04,2733.043587,2737.32,2737.321845
3/1/2023 18:30,2723.183742,,2733.04,2733.044747,2737.32,2737.320086
3/1/2023 18:45,2723.185492,,2733.04,2733.042998,2737.32,2737.320086
3/1/2023 19:00,2723.185492,,2733.04,2733.044747,2737.32,2737.323005
3/1/2023 19:15,2723.185492,,2733.04,2733.044747,2737.32,2737.321835
3/1/2023 19:30,2723.185492,,2733.04,2733.042998,2737.32,2737.321255
3/1/2023 19:45,2723.187241,,2733.04,2733.044747,2737.32,2737.321255
3/1/2023 20:00,2723.185492,,2733.05,2733.046496,2737.32,2737.319506
3/1/2023 20:15,2723.186081,,2733.04,2733.043587,2737.32,2737.318346
3/1/2023 20:30,2723.184332,,2733.04,2733.041838,2737.32,2737.321845
3/1/2023 20:45,2723.187241,,2733.04,2733.042998,2737.32,2737.323005
3/1/2023 21:00,2723.185492,,2733.04,2733.042998,2737.32,2737.323005
3/1/2023 21:15,2723.184332,,2733.04,2733.041838,2737.32,2737.321845
3/1/2023 21:30,2723.187241,,2733.04,2733.040089,2737.32,2737.323595
3/1/2023 21:45,2723.188401,,2733.04,2733.042998,2737.32,2737.321255
3/1/2023 22:00,2723.187241,,2733.04,2733.042998,2737.32,2737.323005
3/1/2023 22:15,2723.185492,,2733.04,2733.042998,2737.32,2737.323005
3/1/2023 22:30,2723.187241,,2733.04,2733.042998,2737.32,2737.324754
3/1/2023 22:45,2723.186661,,2733.04,2733.041248,2737.32,2737.324754
3/1/2023 23:00,2723.18899,,2733.04,2733.042998,2737.33,2737.325924
3/1/2023 23:15,2723.183742,,2733.04,2733.039499,2737.32,2737.319506
3/1/2023 23:30,2723.184322,,2733.04,2733.042998,2737.32,2737.321255
3/1/2023 23:45,2723.188411,,2733.04,2733.044167,2737.32,2737.324174
3/2/2023 0:00,2723.185492,,2733.04,2733.041248,2737.32,2737.324174
3/2/2023 0:15,2723.185492,,2733.04,2733.041248,2737.33,2737.325924
3/2/2023 0:30,2723.188411,,2733.05,2733.045917,2737.33,2737.325924
3/2/2023 0:45,2723.186661,,2733.04,2733.040668,2737.32,2737.324174
3/2/2023 1:00,2723.188411,,2733.04,2733.044167,2737.32,2737.324174
3/2/2023 1:15,2723.188401,,2733.04,2733.043577,2737.32,2737.323585
3/2/2023 1:30,2723.188401,,2733.04,2733.042408,2737.33,2737.325334
3/2/2023 1:45,2723.186661,,2733.04,2733.041828,2737.33,2737.326504
3/2/2023 2:00,2723.184912,,2733.04,2733.043577,2737.32,2737.324754
3/2/2023 2:15,2723.188411,,2733.04,2733.043577,2737.33,2737.326504
3/2/2023 2:30,2723.188411,,2733.04,2733.042998,2737.33,2737.329423
3/2/2023 2:45,2723.19016,,2733.04,2733.042998,2737.33,2737.328253
3/2/2023 3:00,2723.18957,,2733.04,2733.041248,2737.33,2737.328833
3/2/2023 3:15,2723.187821,,2733.04,2733.037749,2737.33,2737.328833
3/2/2023 3:30,2723.186651,,2733.04,2733.037749,2737.33,2737.327083
3/2/2023 3:45,2723.188401,,2733.04,2733.039499,2737.32,2737.324164
3/2/2023 4:00,2723.186651,,2733.04,2733.036,2737.33,2737.325914
3/2/2023 4:15,2723.188401,,2733.04,2733.036,2737.33,2737.327663
3/2/2023 4:30,2723.186071,,2733.04,2733.03717,2737.33,2737.325334
3/2/2023 4:45,2723.187821,,2733.04,2733.03542,2737.33,2737.327083
3/2/2023 5:00,2723.186071,,2733.04,2733.03717,2737.33,2737.325334
3/2/2023 5:15,2723.186071,,2733.04,2733.042418,2737.33,2737.325334
3/2/2023 5:30,2723.186071,,2733.05,2733.045917,2737.33,2737.325334
3/2/2023 5:45,2723.187821,,2733.05,2733.045917,2737.33,2737.325334
3/2/2023 6:00,2723.18957,,2733.05,2733.045917,2737.33,2737.325334
3/2/2023 6:15,2723.184322,,2733.04,2733.044167,2737.32,2737.321835
3/2/2023 6:30,2723.187821,,2733.04,2733.044167,2737.32,2737.321835
3/2/2023 6:45,2723.186071,,2733.04,2733.042418,2737.32,2737.320086
3/2/2023 7:00,2723.187821,,2733.04,2733.042418,2737.32,2737.320086
3/2/2023 7:15,2723.186071,,2733.04,2733.040668,2737.32,2737.320086
3/2/2023 7:30,2723.187821,,2733.04,2733.044167,2737.32,2737.321835
3/2/2023 7:45,2723.186071,,2733.04,2733.040668,2737.32,2737.321835
3/2/2023 8:00,2723.18957,,2733.04,2733.040668,2737.32,2737.321835
3/2/2023 8:15,2723.188401,,2733.04,2733.039499,2737.32,2737.320666
3/2/2023 8:30,2723.188401,,2733.04,2733.041248,2737.33,2737.325914
3/2/2023 8:45,2723.186071,,2733.04,2733.041248,2737.32,2737.324164
3/2/2023 9:00,2723.186661,,2733.04,2733.038339,2737.32,2737.324754
3/2/2023 9:15,2723.185492,,2733.04,2733.038339,2737.33,2737.325924
3/2/2023 9:30,2723.184912,,2733.04,2733.040089,2737.32,2737.323005
3/2/2023 9:45,2723.186661,,2733.04,2733.039499,2737.32,2737.323005
3/2/2023 10:00,2723.181993,,2733.04,2733.037749,2737.32,2737.321255
3/2/2023 10:15,2723.180243,,2733.03,2733.033671,2737.32,2737.319506
3/2/2023 10:30,2723.179074,,2733.03,2733.032501,2737.32,2737.315417
3/2/2023 10:45,2723.177324,,2733.03,2733.030162,2737.31,2737.310169
3/2/2023 11:00,2723.180823,,2733.04,2733.03541,2737.32,2737.315417
3/2/2023 11:15,2723.179074,,2733.04,2733.03541,2737.31,2737.311919
3/2/2023 11:30,2723.182573,,2733.04,2733.03541,2737.32,2737.316587
3/2/2023 11:45,2723.179664,,2733.03,2733.034251,2737.31,2737.314258
3/2/2023 12:00,2723.177914,,2733.03,2733.032501,2737.31,2737.311929
3/2/2023 12:15,2723.181993,,2733.03,2733.031911,2737.31,2737.311919
3/2/2023 12:30,2723.181993,,2733.04,2733.03716,2737.31,2737.311919
3/2/2023 12:45,2723.181993,,2733.04,2733.03541,2737.31,2737.311339
3/2/2023 13:00,2723.180833,,2733.03,2733.034251,2737.31,2737.310179
3/2/2023 13:15,2723.184332,,2733.04,2733.036,2737.31,2737.313678
3/2/2023 13:30,2723.181993,,2733.03,2733.033661,2737.31,2737.311339
3/2/2023 13:45,2723.181993,,2733.03,2733.033661,2737.31,2737.314838
3/2/2023 14:00,2723.179084,,2733.03,2733.032501,2737.31,2737.310759
3/2/2023 14:15,2723.180833,,2733.03,2733.030752,2737.31,2737.310759
3/2/2023 14:30,2723.179664,,2733.03,2733.032501,2737.31,2737.313678
3/2/2023 14:45,2723.180833,,2733.03,2733.032501,2737.32,2737.315427
3/2/2023 15:00,2723.182583,,2733.04,2733.037749,2737.32,2737.315427
3/2/2023 15:15,2723.180833,,2733.04,2733.036,2737.31,2737.313678
3/2/2023 15:30,2723.183742,,2733.04,2733.038919,2737.32,2737.315427
3/2/2023 15:45,2723.183742,,2733.04,2733.03717,2737.32,2737.315427
3/2/2023 16:00,2723.183742,,2733.04,2733.038919,2737.32,2737.315427
3/2/2023 16:15,2723.177914,,2733.03,2733.031332,2737.31,2737.310759
3/2/2023 16:30,2723.179074,,2733.03,2733.033081,2737.31,2737.312508
3/2/2023 16:45,2723.179654,,2733.03,2733.030162,2737.31,2737.314838
3/2/2023 17:00,2723.180243,,2733.03,2733.029002,2737.31,2737.311929
3/2/2023 17:15,2723.180243,,2733.03,2733.029002,2737.31,2737.310759
3/2/2023 17:30,2723.180833,,2733.03,2733.026673,2737.31,2737.311929
3/2/2023 17:45,2723.181993,,2733.03,2733.029582,,
3/2/2023 18:00,2723.183742,,2733.03,2733.033081,,
3/2/2023 18:15,2723.184332,,2733.03,2733.031921,,
3/2/2023 18:30,2723.186081,,2733.03,2733.031921,,
3/2/2023 18:45,2723.187241,,2733.04,2733.03542,,
3/2/2023 19:00,2723.185492,,2733.03,2733.03484,,
3/2/2023 19:15,2723.187241,,2733.04,2733.03659,,
3/2/2023 19:30,2723.185492,,2733.04,2733.03659,,
3/2/2023 19:45,2723.187241,,2733.04,2733.038339,,
3/2/2023 20:00,2723.187241,,2733.03,2733.03484,,
3/2/2023 20:15,2723.18899,,2733.04,2733.03659,,
3/2/2023 20:30,2723.186071,,2733.03,2733.031921,,
3/2/2023 20:45,2723.185492,,2733.03,2733.033671,,
3/2/2023 21:00,2723.187241,,2733.04,2733.040668,,
3/2/2023 21:15,2723.187241,,2733.04,2733.038919,,
3/2/2023 21:30,2723.187241,,2733.04,2733.040668,,
3/2/2023 21:45,2723.18899,,2733.04,2733.040668,,
3/2/2023 22:00,2723.18899,,2733.04,2733.040668,,
3/2/2023 22:15,2723.19074,,2733.04,2733.043577,,
3/2/2023 22:30,2723.185492,,2733.04,2733.038919,,
3/2/2023 22:45,2723.187241,,2733.04,2733.03717,,
3/2/2023 23:00,2723.19074,,2733.04,2733.038919,,
3/2/2023 23:15,2723.186071,,2733.04,2733.037749,,
3/2/2023 23:30,2723.187821,,2733.04,2733.040658,,
3/2/2023 23:45,2723.192489,,2733.04,2733.041828,,
3/3/2023 0:00,2723.191909,,2733.04,2733.041828,,
3/3/2023 0:15,2723.193659,,2733.04,2733.043577,,
3/3/2023 0:30,2723.191909,,2733.04,2733.043577,,
3/3/2023 0:45,2723.191909,,2733.04,2733.041828,,
3/3/2023 1:00,2723.19016,,2733.04,2733.041828,,
3/3/2023 1:15,2723.193659,,2733.05,2733.045327,,
3/3/2023 1:30,2723.193659,,2733.04,2733.042418,,
3/3/2023 1:45,2723.193659,,2733.05,2733.045327,,
3/3/2023 2:00,2723.193659,,2733.05,2733.046496,,
3/3/2023 2:15,2723.19016,,2733.04,2733.040089,,
3/3/2023 2:30,2723.193659,,2733.04,2733.043587,,
3/3/2023 2:45,2723.19074,,2733.04,2733.044167,,
3/3/2023 3:00,2723.191909,,2733.04,2733.043587,,
3/3/2023 3:15,2723.19074,,2733.04,2733.043577,,
3/3/2023 3:30,2723.191909,,2733.05,2733.045327,,
3/3/2023 3:45,2723.191909,,2733.05,2733.045327,,
3/3/2023 4:00,2723.19074,,2733.04,2733.043577,,
3/3/2023 4:15,2723.193659,,2733.05,2733.045327,,
3/3/2023 4:30,2723.191909,,2733.04,2733.044747,,
3/3/2023 4:45,2723.193659,,2733.04,2733.043587,,
3/3/2023 5:00,2723.193659,,2733.04,2733.044747,,
3/3/2023 5:15,2723.193659,,2733.05,2733.046496,,
3/3/2023 5:30,2723.191909,,2733.05,2733.045337,,
3/3/2023 5:45,2723.193659,,2733.05,2733.045337,,
3/3/2023 6:00,2723.191909,,2733.04,2733.043587,,
3/3/2023 6:15,2723.193659,,2733.04,2733.044747,,
3/3/2023 6:30,2723.193659,,2733.05,2733.046496,,
3/3/2023 6:45,2723.196578,,2733.05,2733.046496,,
3/3/2023 7:00,2723.196578,,2733.05,2733.046496,,
3/3/2023 7:15,2723.195408,,2733.05,2733.048246,,
3/3/2023 7:30,2723.196578,,2733.05,2733.048246,,
3/3/2023 7:45,2723.196578,,2733.05,2733.048246,,
3/3/2023 8:00,2723.195408,,2733.05,2733.045327,,
3/3/2023 8:15,2723.192489,,2733.05,2733.045907,,
3/3/2023 8:30,2723.194239,,2733.05,2733.047656,,
3/3/2023 8:45,2723.193649,,2733.05,2733.045907,,
3/3/2023 9:00,2723.192489,,2733.04,2733.042408,,
3/3/2023 9:15,2723.18958,,2733.04,2733.037749,,
3/3/2023 9:30,2723.192489,,2733.04,2733.042998,,
3/3/2023 9:45,2723.181993,,2733.03,2733.034251,,
3/3/2023 10:00,2723.183742,,2733.03,2733.032501,,
3/3/2023 10:15,2723.181403,,2733.04,2733.03541,,
3/3/2023 10:30,2723.184902,,2733.04,2733.038909,,
3/3/2023 10:45,2723.181403,,2733.03,2733.033661,,
3/3/2023 11:00,2723.184902,,2733.04,2733.038909,,
3/3/2023 11:15,2723.184912,,2733.04,2733.041248,,
3/3/2023 11:30,2723.184902,,2733.04,2733.040079,,
3/3/2023 11:45,2723.180243,,2733.04,2733.03717,,
3/3/2023 12:00,2723.177334,,2733.03,2733.034251,,
3/3/2023 12:15,2723.180243,,2733.04,2733.03658,,
3/3/2023 12:30,2723.181403,,2733.04,2733.040079,,
3/3/2023 12:45,2723.179084,,2733.04,2733.038919,,
3/3/2023 13:00,2723.179084,,2733.04,2733.037749,,
3/3/2023 13:15,2723.180243,,2733.03,2733.033661,,
3/3/2023 13:30,2723.180243,,2733.04,2733.040079,,
3/3/2023 13:45,2723.181413,,2733.04,2733.041248,,
3/3/2023 14:00,2723.178494,,2733.04,2733.038329,,
3/3/2023 14:15,2723.180243,,2733.04,2733.041828,,
3/3/2023 14:30,2723.184322,,2733.04,2733.044157,,
3/3/2023 14:45,2723.184322,,2733.04,2733.044157,,
3/3/2023 15:00,2723.180243,,2733.04,2733.041248,,
3/3/2023 15:15,2723.179664,,2733.04,2733.039499,,
3/3/2023 15:30,2723.179664,,2733.04,2733.037749,,
3/3/2023 15:45,2723.184912,,2733.04,2733.041248,,
3/3/2023 16:00,2723.183162,,2733.04,2733.041248,,
3/3/2023 16:15,2723.180243,,2733.04,2733.040079,,
3/3/2023 16:30,2723.176745,,2733.03,2733.03483,,
3/3/2023 16:45,2723.179074,,2733.04,2733.038909,,
3/3/2023 17:00,2723.181993,,2733.04,2733.040658,,
3/3/2023 17:15,2723.180823,,2733.04,2733.040658,,
3/3/2023 17:30,2723.181993,,2733.04,2733.038909,,
3/3/2023 17:45,2723.183162,,2733.04,2733.041248,,
3/3/2023 18:00,2723.183162,,2733.04,2733.044747,,
3/3/2023 18:15,2723.187831,,2733.04,2733.042998,,
3/3/2023 18:30,2723.183162,,2733.04,2733.041828,,
3/3/2023 18:45,2723.186661,,2733.04,2733.044747,,
3/3/2023 19:00,2723.186081,,2733.04,2733.042998,,
3/3/2023 19:15,2723.19132,,2733.04,2733.044747,,
3/3/2023 19:30,2723.187821,,2733.04,2733.044747,,
3/3/2023 19:45,2723.187821,,2733.04,2733.044747,,
3/3/2023 20:00,2723.186071,,2733.04,2733.041248,,
3/3/2023 20:15,2723.187821,,2733.04,2733.044747,,
3/3/2023 20:30,2723.186071,,2733.04,2733.042998,,
3/3/2023 20:45,2723.187821,,2733.04,2733.044747,,
3/3/2023 21:00,2723.186071,,2733.04,2733.041248,,
3/3/2023 21:15,2723.187821,,2733.04,2733.044747,,
3/3/2023 21:30,2723.18899,,2733.04,2733.042998,,
3/3/2023 21:45,2723.187821,,2733.05,2733.045327,,
3/3/2023 22:00,2723.186071,,2733.04,2733.043577,,
3/3/2023 22:15,2723.184912,,2733.04,2733.042418,,
3/3/2023 22:30,2723.188411,,2733.05,2733.045337,,
3/3/2023 22:45,2723.185492,,2733.04,2733.044167,,
3/3/2023 23:00,2723.186661,,2733.04,2733.044167,,
3/3/2023 23:15,2723.19132,,2733.05,2733.048826,,
3/3/2023 23:30,2723.18957,,2733.05,2733.046496,,
3/3/2023 23:45,2723.18957,,2733.05,2733.047076,,
3/4/2023 0:00,2723.184912,,2733.04,2733.042418,,
3/4/2023 0:15,2723.186661,,2733.04,2733.042418,,
3/4/2023 0:30,2723.187831,,2733.04,2733.042418,,
3/4/2023 0:45,2723.188411,,2733.04,2733.042418,2737.32,2737.323005
3/4/2023 1:00,2723.187821,,2733.04,2733.042418,2737.32,2737.321255
3/4/2023 1:15,2723.19132,,2733.04,2733.044747,2737.32,2737.323585
3/4/2023 1:30,2723.187241,,2733.04,2733.041838,2737.32,2737.315427
3/4/2023 1:45,2723.188401,,2733.04,2733.042998,2737.32,2737.321835
3/4/2023 2:00,2723.191899,,2733.05,2733.046496,2737.33,2737.328833
3/4/2023 2:15,2723.19132,,2733.05,2733.045907,2737.33,2737.334081
3/4/2023 2:30,2723.19016,,2733.05,2733.046496,2737.34,2737.341089
3/4/2023 2:45,2723.19016,,2733.04,2733.044747,2737.34,2737.342838
3/4/2023 3:00,2723.193069,,2733.05,2733.047656,2737.35,2737.349246
3/4/2023 3:15,2723.193069,,2733.05,2733.047656,2737.35,2737.347496
3/4/2023 3:30,2723.193069,,2733.05,2733.047656,2737.35,2737.350995
3/4/2023 3:45,2723.19132,,2733.05,2733.046496,2737.35,2737.350995
3/4/2023 4:00,2723.19015,,2733.05,2733.046496,2737.35,2737.352745
3/4/2023 4:15,2723.193069,,2733.05,2733.047666,2737.35,2737.353914
3/4/2023 4:30,2723.19132,,2733.05,2733.046496,2737.35,2737.349246
3/4/2023 4:45,2723.18957,,2733.05,2733.045907,2737.34,2737.343998
3/4/2023 5:00,2723.193069,,2733.05,2733.047656,2737.35,2737.350995
3/4/2023 5:15,2723.191909,,2733.05,2733.046496,2737.35,2737.351585
3/4/2023 5:30,2723.193069,,2733.05,2733.049405,2737.35,2737.352745
3/4/2023 5:45,2723.19132,,2733.05,2733.049405,2737.34,2737.340499
3/4/2023 6:00,2723.193079,,2733.05,2733.053494,2737.34,2737.33642
3/4/2023 6:15,2723.193079,,2733.06,2733.056413,2737.34,2737.344587
3/4/2023 6:30,2723.193079,,2733.06,2733.061661,2737.35,2737.349836
3/4/2023 6:45,2723.193079,,2733.06,2733.063411,2737.35,2737.351585
3/4/2023 7:00,2723.19133,,2733.06,2733.063411,2737.35,2737.348086
3/4/2023 7:15,2723.193079,,2733.07,2733.06633,2737.35,2737.352745
3/4/2023 7:30,2723.193659,,2733.07,2733.071578,2737.36,2737.356243
3/4/2023 7:45,2723.19016,,2733.07,2733.071578,2737.36,2737.356243
3/4/2023 8:00,2723.19133,,2733.07,2733.071578,2737.35,2737.350995
3/4/2023 8:15,2723.19016,,2733.07,2733.072158,2737.35,2737.345167
3/4/2023 8:30,2723.19016,,2733.07,2733.073907,2737.33,2737.334671
3/4/2023 8:45,2723.18899,,2733.07,2733.072148,2737.33,2737.325334
3/4/2023 9:00,2723.191899,,2733.07,2733.073897,2737.31,2737.313088
3/4/2023 9:15,2723.18899,,2733.07,2733.074487,2737.3,2737.303182
3/4/2023 9:30,2723.18899,,2733.07,2733.073317,2737.3,2737.298513
3/4/2023 9:45,2723.182573,,2733.06,2733.063401,2737.29,2737.287427
3/4/2023 10:00,2723.177914,,2733.06,2733.055243,2737.27,2737.274022
3/4/2023 10:15,2723.184322,,2733.04,2733.040079,2737.28,2737.283928
3/4/2023 10:30,2723.184322,,2733.04,2733.038329,2737.31,2737.314258
3/4/2023 10:45,2723.181413,,2733.04,2733.03542,2737.31,2737.313098
3/4/2023 11:00,2723.184322,,2733.04,2733.038329,2737.31,2737.310759
3/4/2023 11:15,2723.182573,,2733.04,2733.038329,2737.31,2737.30901
3/4/2023 11:30,2723.179664,,2733.04,2733.03542,2737.3,2737.302602
3/4/2023 11:45,2723.177914,,2733.04,2733.03542,2737.3,2737.302602
3/4/2023 12:00,2723.177914,,2733.03,2733.033671,2737.3,2737.304351
3/4/2023 12:15,2723.178494,,2733.04,2733.03717,2737.31,2737.306101
3/4/2023 12:30,2723.180243,,2733.04,2733.03542,2737.3,2737.302602
3/4/2023 12:45,2723.174995,,2733.03,2733.031921,2737.3,2737.300852
3/4/2023 13:00,2723.178494,,2733.03,2733.031921,2737.3,2737.300852
3/4/2023 13:15,2723.176745,,2733.03,2733.030172,2737.3,2737.299103
3/4/2023 13:30,2723.182573,,2733.03,2733.03483,2737.31,2737.30901
3/4/2023 13:45,2723.181403,,2733.03,2733.03483,2737.31,2737.30901
3/4/2023 14:00,2723.181993,,2733.04,2733.03542,2737.31,2737.311349
3/4/2023 14:15,2723.179654,,2733.03,2733.03483,2737.31,2737.310759
3/4/2023 14:30,2723.181403,,2733.03,2733.03483,2737.31,2737.30901
3/4/2023 14:45,2723.181413,,2733.04,2733.03658,2737.31,2737.310179
3/4/2023 15:00,2723.180823,,2733.04,2733.036,2737.31,2737.310179
3/4/2023 15:15,2723.178494,,2733.03,2733.033661,2737.31,2737.30901
3/4/2023 15:30,2723.180823,,2733.03,2733.03483,2737.31,2737.30901
3/4/2023 15:45,2723.180823,,2733.03,2733.031332,2737.31,2737.311929
3/4/2023 16:00,2723.181413,,2733.03,2733.033081,2737.31,2737.310179
3/4/2023 16:15,2723.179664,,2733.03,2733.033081,2737.31,2737.311929
3/4/2023 16:30,2723.179664,,2733.03,2733.031332,2737.31,2737.310759
3/4/2023 16:45,2723.182583,,2733.03,2733.032501,2737.31,2737.311929
3/4/2023 17:00,2723.181413,,2733.03,2733.029582,2737.31,2737.310759
3/4/2023 17:15,2723.181413,,2733.03,2733.029582,2737.31,2737.312508
3/4/2023 17:30,2723.179664,,2733.03,2733.029582,2737.31,2737.311929
3/4/2023 17:45,2723.184332,,2733.03,2733.034251,2737.31,2737.314848
3/4/2023 18:00,2723.182583,,2733.03,2733.032501,2737.31,2737.313098
3/4/2023 18:15,2723.184332,,2733.04,2733.036,2737.31,2737.314848
3/4/2023 18:30,2723.186081,,2733.04,2733.037749,2737.32,2737.315427
3/4/2023 18:45,2723.183742,,2733.04,2733.03541,2737.32,2737.317757
3/4/2023 19:00,2723.187241,,2733.04,2733.03716,2737.32,2737.318336
3/4/2023 19:15,2723.185492,,2733.04,2733.038909,2737.32,2737.316587
3/4/2023 19:30,2723.186081,,2733.04,2733.039499,2737.32,2737.315427
3/4/2023 19:45,2723.184332,,2733.04,2733.036,2737.32,2737.318346
3/4/2023 20:00,2723.187241,,2733.04,2733.039499,2737.32,2737.317177
3/4/2023 20:15,2723.186081,,2733.04,2733.039499,2737.32,2737.318926
3/4/2023 20:30,2723.184332,,2733.04,2733.037749,2737.32,2737.315427
3/4/2023 20:45,2723.187241,,2733.04,2733.039499,2737.32,2737.316597
3/4/2023 21:00,2723.187241,,2733.04,2733.039499,2737.32,2737.317177
3/4/2023 21:15,2723.187241,,2733.04,2733.037749,2737.32,2737.321845
3/4/2023 21:30,2723.185492,,2733.04,2733.036,2737.32,2737.320096
3/4/2023 21:45,2723.183742,,2733.04,2733.036,2737.32,2737.320096
