Date_Time,P2C,P3C,P4C,P6C
3/4/2022 20:45,2723.121,2724.143721,2733.038568,2737.304685
3/4/2022 21:00,2723.121,2724.143507,2733.038411,2737.304923
3/4/2022 21:15,2723.121,2724.14354,2733.038391,2737.305218
3/4/2022 21:30,2723.121,2724.143706,2733.038667,2737.305426
3/4/2022 21:45,2723.121,2724.143721,2733.038635,2737.305639
3/4/2022 22:00,2723.121,2724.14359,2733.038764,2737.305774
3/4/2022 22:15,2723.122,2724.143572,2733.038811,2737.306052
3/4/2022 22:30,2723.122,2724.143535,2733.039098,2737.306257
3/4/2022 22:45,2723.122,2724.143702,2733.03932,2737.306583
3/4/2022 23:00,2723.122,2724.143628,2733.039142,2737.306889
3/4/2022 23:15,2723.123,2724.143594,2733.03916,2737.3073
3/4/2022 23:30,2723.123,2724.143617,2733.039239,2737.307602
3/4/2022 23:45,2723.123,2724.143623,2733.039395,2737.30788
3/5/2022 0:00,2723.124,2724.143782,2733.039555,2737.308072
3/5/2022 0:15,2723.124,2724.143947,2733.03973,2737.308371
3/5/2022 0:30,2723.124,2724.144009,2733.039856,2737.308519
3/5/2022 0:45,2723.125,2724.144207,2733.040062,2737.30878
3/5/2022 1:00,2723.125,2724.144439,2733.040236,2737.309089
3/5/2022 1:15,2723.125,2724.144568,2733.040267,2737.309377
3/5/2022 1:30,2723.125,2724.144218,2733.040194,2737.309618
3/5/2022 1:45,2723.126,2724.1442,2733.040013,2737.309619
3/5/2022 2:00,2723.126,2724.14425,2733.040104,2737.309863
3/5/2022 2:15,2723.126,2724.144446,2733.040131,2737.31005
3/5/2022 2:30,2723.126,2724.144439,2733.040102,2737.310226
3/5/2022 2:45,2723.126,2724.144733,2733.040159,2737.310324
3/5/2022 3:00,2723.127,2724.144863,2733.040254,2737.310465
3/5/2022 3:15,2723.127,2724.144898,2733.040266,2737.310839
3/5/2022 3:30,2723.127,2724.144761,2733.040191,2737.311105
3/5/2022 3:45,2723.127,2724.144598,2733.039951,2737.31114
3/5/2022 4:00,2723.127,2724.144494,2733.039874,2737.311269
3/5/2022 4:15,2723.127,2724.144337,2733.039815,2737.311382
3/5/2022 4:30,2723.127,2724.144215,2733.039714,2737.311411
3/5/2022 4:45,2723.126,2724.14411,2733.039578,2737.31143
3/5/2022 5:00,2723.126,2724.143894,2733.039384,2737.311438
3/5/2022 5:15,2723.126,2724.143655,2733.039339,2737.311594
3/5/2022 5:30,2723.127,2724.143585,2733.039214,2737.311667
3/5/2022 5:45,2723.127,2724.143393,2733.039215,2737.311754
