distance,elevation
0,2724.259
0.1,2724.219
0.2,2724.149
0.3,2724.099
0.4,2724.09
0.5,2724.088
0.6,2724.015
0.7,2724.024
0.8,2724.058
0.9,2724.097
1,2724.129
1.1,2724.155
1.2,2724.169
1.3,2724.179
1.4,2724.179
1.5,2724.19
1.6,2724.206
1.7,2724.152
1.8,2724.192
1.9,2724.218
2,2724.203
2.1,2724.222
2.2,2724.227
2.3,2724.258
2.4,2724.267
2.5,2724.269
2.6,2724.325
2.7,2724.383
2.8,2724.544
2.9,2724.59
3,2724.636
3.1,2724.869
3.2,2724.944
