distance,elevation
0,2733.755
0.2,2733.795
0.4,2733.861
0.6,2733.83
0.8,2733.775
1,2733.655
1.1,2733.39
1.3,2733.225
1.5,2733.045
1.6,2733.04
1.7,2733.005
1.8,2732.965
1.9,2732.92
2,2732.925
2.1,2732.86
2.2,2732.84
2.3,2732.865
2.4,2732.86
2.5,2732.95
2.6,2733.07
2.7,2733.075
2.8,2733.105
2.9,2733.15
3,2733.17
3.2,2733.255
3.35,2733.435
3.5,2733.575
3.7,2733.56
3.9,2733.552
4.1,2733.498
4.3,2733.475
