distance,elevation
0,2723.21
0.1,2723.206
0.2,2723.166
0.3,2723.088
0.4,2723.071
0.5,2723.015
0.6,2723.013
0.7,2722.995
0.8,2723.043
0.9,2723.034
1,2723.033
1.1,2723.047
1.2,2723.084
1.3,2723.07
1.4,2723.085
1.5,2723.083
1.6,2723.146
1.7,2723.16
1.8,2723.117
1.9,2723.112
2,2723.136
2.1,2723.146
2.2,2723.121
2.3,2723.111
2.4,2723.116
2.5,2723.216
2.6,2723.336
2.7,2723.37
2.8,2723.392
2.9,2723.397
