Probe,Avg HF (m/s),Avg HF (m/day)
T1,2.367402804071247e-06,0.20454360227175572
T2,-3.664510992366412e-06,-0.316613749740458
T3,-1.2751398625954197e-06,-0.11017208412824427
T5,6.991409669211196e-07,0.060405779541984735
T6,-4.020013704834606e-07,-0.034732918409770996
T7,-1.938242676844784e-06,-0.16746416727938931
T8,-3.863237165394402e-07,-0.033378369109007634
