Date_Time,Sample ,Sample .1,C_conc,S_conc,FS_conc,Q
2023-07-29 15:07:00,ST4-D2,110.0000003,2.23847129,66.98288212,40.77864692,0.04567743751862682
2023-07-29 15:22:00,ST4-D3,53.333,1.261990779,34.38988714,17.68112208,0.045472364768501174
2023-07-29 15:37:00,ST4-D4,80.00000024,1.73032312,49.40961232,28.8600648,0.0528467607137368
2023-07-29 15:52:00,ST4-D5,43.33430055,0.6478121,25.36945118,17.31703727,0.04932065772507668
2023-07-29 16:07:00,ST4-D6,92.22199982,1.979579721,54.78841191,35.45400819,0.03195005744580614
2023-08-13 18:45:00,ST5-D1,76.15400015,1.535948426,41.5568054,33.06124633,0.0166432575393171
2023-08-13 18:58:00,ST5-D2,41.19999988,0.915809503,23.98199936,16.30219102,0.01619585471232858
2023-08-13 19:02:00,ST5-D3,39.60000008,0.726627212,21.64358556,17.2297873,0.015481687832327314
2023-08-13 19:10:00,ST5-D4,27.60000003,0.534480928,15.56184873,11.50367037,0.012900345128930566
2023-08-13 21:02:00,ST5-D5,20.83337099,0.478438554,12.20871524,8.146217199,0.01484640179664536
2023-09-14 17:52:00,ST7-D1,37.60000057,1.14917019,27.78966616,8.661164213,0.024210236431668853
2023-09-14 18:07:00,ST7-D2,31.53869708,0.747435841,22.66023015,8.131031096,0.022686381521586866
2023-09-14 18:22:00,ST7-D3,28.07713222,0.442506409,20.11916009,7.515465715,0.015239628540084692
2023-09-14 18:52:00,ST7-D5,23.59980959,0.373693208,15.66682918,7.559287209,0.014460941710657814
2023-09-14 19:09:00,ST7-D6,21.17521668,0.519265124,14.79455626,5.861395291,0.0142155690608048
2023-07-29 15:16:00,ST4-U1,99.9998979,1.7025325,50.9278674,47.369498,0.044241928267747255
2023-07-29 15:31:00,ST4-U2,105.5558544,2.612606528,63.64589049,39.29735743,0.0479320630472536
2023-07-29 15:46:00,ST4-U3,50.0025231,1.7129574,34.0661211,14.2234446,0.05795982904848044
2023-07-29 16:01:00,ST4-U4,68.88899987,1.697588502,38.77276846,28.41864291,0.03696580474414802
2023-07-29 16:16:00,ST4-U5,51.11255035,1.594118408,31.58627973,17.93215221,0.025889859461511684
2023-07-29 16:31:00,ST4-U6,45.26299991,1.078525362,27.82875998,16.35571458,0.03373129448305294
2023-07-29 16:46:00,ST4-U7,19.99976348,0.3422341,9.60596956,10.05155982,0.02084384009355547
2023-07-29 17:16:00,ST4-U9,15.4555238,0.36588096,8.333285695,6.756357145,0.016196175614707722
2023-07-29 17:46:00,ST4-U11,26.00000003,0.787200076,16.63649432,8.576305634,0.0161356805844546
2023-07-29 18:31:00,ST4-U14,21.0000428,0.248584245,8.718122826,12.03333573,0.014585467175547326
2023-08-13 18:45:00,ST5-U1,43.19985899,0.556083187,16.28247234,26.36130347,0.0166432575393171
2023-08-13 19:00:00,ST5-U2,29.23134989,0.613805516,16.92234484,11.69519954,0.0161270235081765
2023-08-13 19:15:00,ST5-U3,25.0003814,0.531115225,13.69915258,10.7701136,0.0112870059393076
2023-08-13 19:30:00,ST5-U4,23.75164954,0.45043115,12.84927013,10.45194826,0.0105500259308215
2023-08-13 19:45:00,ST5-U5,22.22200007,0.401743361,11.22700297,10.59325373,0.0095114414032115
2023-08-13 20:00:00,ST5-U6,22.22200002,0.325715788,11.74966484,10.1466194,0.0128969664025824
2023-08-13 20:15:00,ST5-U7,21.90499996,0.265985558,8.659538618,12.97947578,0.0116771780068858
2023-08-13 20:30:00,ST5-U8,17.99999996,0.18115083,6.578173098,11.24067604,0.0128897170412782
2023-08-13 20:45:00,ST5-U9,20.49895521,0.417927189,11.0970862,8.983941816,0.015147430220548
2023-08-13 21:00:00,ST5-U10,12.5580333,0.228691552,7.109773737,5.219568015,0.015147430220548
2023-08-13 21:15:00,ST5-U11,18.00054756,0.387890388,10.00057462,7.61208255,0.0128897170412782
2023-08-13 21:30:00,ST5-U12,20.00062928,0.40784704,10.4451314,9.14765084,0.0116704771583778
2023-08-28 12:20:00,ST6-U1,77.89499993,1.143181568,37.68518652,39.06663184,0.013918048948303566
2023-08-28 12:35:00,ST6-U2,43.00000009,0.586305817,20.06851147,22.3451828,0.012905469099999333
2023-08-28 12:50:00,ST6-U3,36.0,0.631561932,19.97190904,15.39652903,0.0120703898533958
2023-08-28 13:05:00,ST6-U4,28.8362148,0.509388189,14.83049266,13.49633395,0.011684788928497532
2023-08-28 13:20:00,ST6-U5,29.5451921,0.481339133,15.63631633,13.42753665,0.0124889235123712
2023-08-28 14:05:00,ST6-U8,26.84115408,0.502692118,14.12190566,12.2165563,0.0128897170412782
2023-08-28 14:35:00,ST6-U10,24.00051874,0.435763128,13.75662686,9.808128744,0.0130635748651928
2023-09-14 17:45:00,ST7-U1,30.76835869,0.618502992,19.98094858,10.16890712,0.0205282290729987
2023-09-14 18:00:00,ST7-U2,30.19991885,0.734195785,22.02587273,7.439850337,0.0284182448415776
2023-09-14 18:15:00,ST7-U3,29.17968566,0.76113725,22.81343444,5.605113975,0.0161356805844546
2023-09-14 18:45:00,ST7-U5,20.4175278,0.420473659,14.74762963,5.249424508,0.0146756427792792
2023-09-14 19:15:00,ST7-U7,17.99943179,0.357288552,13.28649622,4.35564702,0.0142155690608048
